Group,APM,Appearances,year
"(""D'Angelo Russell"", 'Julius Randle', 'Luol Deng', 'Nick Young', 'Timofey Mozgov')",10.788067716190069,1630,2017
"('Danilo Gallinari', 'Gary Harris', 'Jameer Nelson', 'Nikola Jokic', 'Wilson Chandler')",11.454051554410896,820,2017
"('DeMar DeRozan', 'DeMarre Carroll', 'Jonas Valanciunas', 'Kyle Lowry', 'Pascal Siakam')",2.5197506816523183,1418,2017
"('Chandler Parsons', 'JaMychal Green', 'Marc Gasol', 'Mike Conley', 'Tony Allen')",5.464182340193248,1092,2017
"('Devin Booker', 'Eric Bledsoe', 'Marquese Chriss', 'P.J. Tucker', 'Tyson Chandler')",2.2621335794111763,1127,2017
"('Chris Paul', 'Clint Capela', 'James Harden', 'P.J. Tucker', 'Trevor Ariza')",14.230015270461443,1833,2018
"('Clint Capela', 'Eric Gordon', 'James Harden', 'P.J. Tucker', 'Trevor Ariza')",14.134180015879554,1028,2018
"('Anthony Davis', ""E'Twaun Moore"", 'Jrue Holiday', 'Nikola Mirotic', 'Rajon Rondo')",15.134528778269338,1627,2018
"('Anthony Davis', 'DeMarcus Cousins', ""E'Twaun Moore"", 'Jrue Holiday', 'Rajon Rondo')",7.436465728105578,1677,2018
"('Denzel Valentine', 'Justin Holiday', 'Kris Dunn', 'Lauri Markkanen', 'Robin Lopez')",5.8379325178815575,2053,2018
"('Clint Capela', 'Eric Gordon', 'James Harden', 'Ryan Anderson', 'Trevor Ariza')",20.95640754307957,898,2018
"('Bojan Bogdanovic', 'Darren Collison', 'Domantas Sabonis', 'Thaddeus Young', 'Victor Oladipo')",9.777330971513251,1562,2018
"('Bradley Beal', 'John Wall', 'Kelly Oubre Jr.', 'Marcin Gortat', 'Otto Porter Jr.')",14.46283631577056,873,2018
"('Eric Bledsoe', 'Giannis Antetokounmpo', 'John Henson', 'Khris Middleton', 'Tony Snell')",9.83519388784297,2536,2018
"('Andrew Wiggins', 'Jeff Teague', 'Karl-Anthony Towns', 'Nemanja Bjelica', 'Taj Gibson')",12.162407907554329,1579,2018
"('Allen Crabbe', 'DeMarre Carroll', 'Rondae Hollis-Jefferson', 'Spencer Dinwiddie', 'Tyler Zeller')",9.971759044135457,1243,2018
"('Courtney Lee', 'Enes Freedom', 'Jarrett Jack', 'Kristaps Porzingis', 'Lance Thomas')",5.735335350951536,1218,2018
"('DeMar DeRozan', 'Jonas Valanciunas', 'Kyle Lowry', 'Norman Powell', 'Serge Ibaka')",7.50045873604432,1121,2018
"('CJ Miles', 'Delon Wright', 'Fred VanVleet', 'Jakob Poeltl', 'Pascal Siakam')",15.576583538272148,1407,2018
"('Derrick Favors', 'Donovan Mitchell', 'Joe Ingles', 'Ricky Rubio', 'Rudy Gobert')",12.379254291119898,2151,2018
"('Donovan Mitchell', 'Jae Crowder', 'Joe Ingles', 'Ricky Rubio', 'Rudy Gobert')",26.0152978265695,831,2018
"('Dwight Howard', 'Kemba Walker', 'Marvin Williams', 'Michael Kidd-Gilchrist', 'Nicolas Batum')",7.0229378799240765,4476,2018
"('Andre Iguodala', 'Draymond Green', 'Kevin Durant', 'Klay Thompson', 'Stephen Curry')",20.82567477798099,1094,2018
"('Draymond Green', 'Kevin Durant', 'Klay Thompson', 'Stephen Curry', 'Zaza Pachulia')",14.976122620961982,1755,2018
"('Bojan Bogdanovic', 'Cory Joseph', 'Myles Turner', 'Thaddeus Young', 'Victor Oladipo')",13.18021365069062,1337,2018
"('Brandon Ingram', 'Brook Lopez', 'Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Lonzo Ball')",4.674411236787553,969,2018
"('Andre Drummond', 'Blake Griffin', 'Ish Smith', 'Reggie Bullock', 'Stanley Johnson')",8.417349379253176,1092,2018
"('Dennis Schroder', 'Ersan Ilyasova', 'Kent Bazemore', 'Miles Plumlee', 'Taurean Prince')",3.318457597952285,1449,2018
"('Andrew Wiggins', 'Jeff Teague', 'Jimmy Butler', 'Karl-Anthony Towns', 'Taj Gibson')",11.936103332304905,4696,2018
"('Bradley Beal', 'Marcin Gortat', 'Markieff Morris', 'Otto Porter Jr.', 'Tomas Satoransky')",12.63226221136114,2025,2018
"('DeMar DeRozan', 'Jonas Valanciunas', 'Kyle Lowry', 'O.G. Anunoby', 'Serge Ibaka')",13.435232688164506,3859,2018
"('Bradley Beal', 'John Wall', 'Marcin Gortat', 'Markieff Morris', 'Otto Porter Jr.')",9.599948811548815,2224,2018
"('Dennis Smith Jr.', 'Dirk Nowitzki', 'Harrison Barnes', 'Maxi Kleber', 'Wesley Matthews')",0.1811840516017374,1082,2018
"('Devin Harris', 'Dirk Nowitzki', 'Dwight Powell', 'J.J. Barea', 'Yogi Ferrell')",12.673923646883203,921,2018
"('Bojan Bogdanovic', 'Darren Collison', 'Myles Turner', 'Thaddeus Young', 'Victor Oladipo')",10.236654089446532,3253,2018
"('Andre Drummond', 'Avery Bradley', 'Reggie Jackson', 'Stanley Johnson', 'Tobias Harris')",5.176559087480127,1570,2018
"('JR Smith', 'Jae Crowder', 'Jose Calderon', 'Kevin Love', 'LeBron James')",10.750819764224154,1401,2018
"('Al Horford', 'Aron Baynes', 'Jaylen Brown', 'Jayson Tatum', 'Kyrie Irving')",16.795063420337545,1396,2018
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Wilson Chandler')",12.579390606048152,1406,2018
"('Carmelo Anthony', 'Corey Brewer', 'Paul George', 'Russell Westbrook', 'Steven Adams')",8.190649093001392,1815,2018
"('Carmelo Anthony', 'Paul George', 'Russell Westbrook', 'Steven Adams', 'Terrance Ferguson')",2.9626568791992347,964,2018
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Evan Turner', 'Jusuf Nurkic')",12.113177072618232,2449,2018
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Jusuf Nurkic', 'Maurice Harkless')",12.66562227987186,1857,2018
"('Courtney Lee', 'Enes Freedom', 'Jarrett Jack', 'Kristaps Porzingis', 'Tim Hardaway Jr.')",13.515459587487518,1503,2018
"('Aaron Gordon', 'Bismack Biyombo', 'Elfrid Payton', 'Evan Fournier', 'Jonathon Simmons')",1.4415011546644056,887,2018
"('Andrew Wiggins', 'Jimmy Butler', 'Karl-Anthony Towns', 'Taj Gibson', 'Tyus Jones')",16.016290753479858,990,2018
"('Eric Bledsoe', 'Giannis Antetokounmpo', 'John Henson', 'Khris Middleton', 'Malcolm Brogdon')",14.183072554671988,922,2018
"('Aaron Gordon', 'Elfrid Payton', 'Evan Fournier', 'Jonathon Simmons', 'Nikola Vucevic')",4.629595158706396,845,2018
"('Dwight Howard', 'Jeremy Lamb', 'Kemba Walker', 'Marvin Williams', 'Michael Kidd-Gilchrist')",10.109407156498373,934,2018
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Will Barton', 'Wilson Chandler')",10.251547449906218,1224,2018
"('Ben Simmons', 'Dario Saric', 'JJ Redick', 'Joel Embiid', 'Robert Covington')",17.795335606655094,2738,2018
"('Goran Dragic', 'Hassan Whiteside', 'James Johnson', 'Josh Richardson', 'Tyler Johnson')",6.154928880661849,1023,2018
"('Andre Roberson', 'Carmelo Anthony', 'Paul George', 'Russell Westbrook', 'Steven Adams')",15.87071309426545,2093,2018
"('Brook Lopez', 'Julius Randle', 'Kentavious Caldwell-Pope', 'Kyle Kuzma', 'Lonzo Ball')",4.107387989161992,885,2018
"('Alex Abrines', 'Carmelo Anthony', 'Paul George', 'Russell Westbrook', 'Steven Adams')",4.657566090766128,850,2018
"('Aaron Gordon', 'D.J. Augustin', 'Evan Fournier', 'Jonathon Simmons', 'Nikola Vucevic')",6.37894044588755,801,2018
"('Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Will Barton', 'Wilson Chandler')",15.18000912882389,1174,2018
"('Brandon Ingram', 'Brook Lopez', 'Kentavious Caldwell-Pope', 'Larry Nance Jr.', 'Lonzo Ball')",6.211149505419822,911,2018
"('Dewayne Dedmon', 'John Collins', 'Kevin Huerter', 'Taurean Prince', 'Trae Young')",6.942491532145284,1393,2019
"('Al Horford', 'Jayson Tatum', 'Kyrie Irving', 'Marcus Morris Sr.', 'Marcus Smart')",14.117872728486883,2097,2019
"('Danny Green', 'Kawhi Leonard', 'Kyle Lowry', 'Pascal Siakam', 'Serge Ibaka')",14.971723982113549,2416,2019
"('Bojan Bogdanovic', 'Darren Collison', 'Myles Turner', 'Thaddeus Young', 'Victor Oladipo')",7.788226395838306,2229,2019
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Torrey Craig')",12.244501352247342,1553,2019
"('Aaron Gordon', 'D.J. Augustin', 'Evan Fournier', 'Nikola Vucevic', 'Wes Iwundu')",10.216135175775037,808,2019
"('Aaron Gordon', 'D.J. Augustin', 'Evan Fournier', 'Jonathan Isaac', 'Nikola Vucevic')",9.98103139977701,3815,2019
"('Aaron Gordon', 'D.J. Augustin', 'Evan Fournier', 'Nikola Vucevic', 'Terrence Ross')",12.236046196061388,986,2019
"('DeMarcus Cousins', 'Draymond Green', 'Kevin Durant', 'Klay Thompson', 'Stephen Curry')",9.740795408546475,1250,2019
"('Andre Iguodala', 'Draymond Green', 'Kevin Durant', 'Klay Thompson', 'Stephen Curry')",20.083040145974067,1423,2019
"('Draymond Green', 'Kevin Durant', 'Kevon Looney', 'Klay Thompson', 'Stephen Curry')",19.282512913823044,1492,2019
"('Garrett Temple', 'Jaren Jackson Jr.', 'Kyle Anderson', 'Marc Gasol', 'Mike Conley')",13.100821699350648,1830,2019
"('Brook Lopez', 'Eric Bledsoe', 'Giannis Antetokounmpo', 'Khris Middleton', 'Malcolm Brogdon')",13.33172720046842,2772,2019
"('Cody Zeller', 'Jeremy Lamb', 'Kemba Walker', 'Marvin Williams', 'Nicolas Batum')",11.370304943807977,2409,2019
"('Caris LeVert', ""D'Angelo Russell"", 'Jared Dudley', 'Jarrett Allen', 'Joe Harris')",7.522599432111425,874,2019
"(""De'Anthony Melton"", 'Deandre Ayton', 'Devin Booker', 'Mikal Bridges', 'T.J. Warren')",-2.819498751250316,820,2019
"('Jerami Grant', 'Paul George', 'Russell Westbrook', 'Steven Adams', 'Terrance Ferguson')",11.601101322093456,4193,2019
"('Dennis Schroder', 'Jerami Grant', 'Paul George', 'Russell Westbrook', 'Steven Adams')",9.43578062607769,2113,2019
"('Danny Green', 'Fred VanVleet', 'Kawhi Leonard', 'Pascal Siakam', 'Serge Ibaka')",14.488797657734724,821,2019
"('Derrick Favors', 'Donovan Mitchell', 'Joe Ingles', 'Ricky Rubio', 'Rudy Gobert')",10.623633531630777,2167,2019
"('Donovan Mitchell', 'Jae Crowder', 'Joe Ingles', 'Ricky Rubio', 'Rudy Gobert')",15.62939223372187,2127,2019
"('Ben Simmons', 'JJ Redick', 'Jimmy Butler', 'Joel Embiid', 'Tobias Harris')",21.41382365609429,1402,2019
"('Chris Paul', 'Clint Capela', 'Eric Gordon', 'James Harden', 'P.J. Tucker')",13.519044520581428,2432,2019
"('Bryn Forbes', 'DeMar DeRozan', 'Derrick White', 'LaMarcus Aldridge', 'Rudy Gay')",10.445588912994957,1682,2019
"('Kris Dunn', 'Lauri Markkanen', 'Otto Porter Jr.', 'Robin Lopez', 'Zach LaVine')",5.751165649474826,849,2019
"('Andrew Wiggins', 'Dario Saric', 'Josh Okogie', 'Karl-Anthony Towns', 'Tyus Jones')",4.927100460647099,1258,2019
"('Andre Drummond', 'Blake Griffin', 'Bruce Brown', 'Reggie Jackson', 'Wayne Ellington')",8.62994876187952,1204,2019
"('Danny Green', 'Fred VanVleet', 'Kyle Lowry', 'Pascal Siakam', 'Serge Ibaka')",10.21565383026624,808,2019
"('Bradley Beal', 'Jeff Green', 'Thomas Bryant', 'Tomas Satoransky', 'Trevor Ariza')",3.5412236074007906,1418,2019
"('Buddy Hield', ""De'Aaron Fox"", 'Iman Shumpert', 'Nemanja Bjelica', 'Willie Cauley-Stein')",4.852250966945269,2159,2019
"('Bojan Bogdanovic', 'Darren Collison', 'Myles Turner', 'Thaddeus Young', 'Wesley Matthews')",9.783432199711957,1631,2019
"('Bojan Bogdanovic', 'Darren Collison', 'Myles Turner', 'Thaddeus Young', 'Tyreke Evans')",10.146887103926645,1088,2019
"('Bryn Forbes', 'DeMar DeRozan', 'Derrick White', 'Jakob Poeltl', 'LaMarcus Aldridge')",9.589826614785402,1050,2019
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Will Barton')",9.926373466186115,2130,2019
"('Buddy Hield', ""De'Aaron Fox"", 'Harrison Barnes', 'Nemanja Bjelica', 'Willie Cauley-Stein')",3.861848778298637,1141,2019
"('Bobby Portis', 'Bradley Beal', 'Jeff Green', 'Tomas Satoransky', 'Trevor Ariza')",8.709322000730698,1036,2019
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Jusuf Nurkic', 'Maurice Harkless')",13.25125856403376,3045,2019
"('Danilo Gallinari', 'Ivica Zubac', 'Landry Shamet', 'Patrick Beverley', 'Shai Gilgeous-Alexander')",9.700368869710866,1159,2019
"('Dennis Schroder', 'Jerami Grant', 'Russell Westbrook', 'Steven Adams', 'Terrance Ferguson')",5.242099413523232,852,2019
"('Bismack Biyombo', 'Jeremy Lamb', 'Kemba Walker', 'Marvin Williams', 'Nicolas Batum')",3.228307002129644,860,2019
"('DeAndre Jordan', 'Dennis Smith Jr.', 'Harrison Barnes', 'Luka Doncic', 'Wesley Matthews')",4.593237396280602,1702,2019
"('Ben Simmons', 'JJ Redick', 'Jimmy Butler', 'Joel Embiid', 'Wilson Chandler')",14.511744195428635,1218,2019
"('Jabari Parker', 'Justin Holiday', 'Ryan Arcidiacono', 'Wendell Carter Jr.', 'Zach LaVine')",3.472566381275436,949,2019
"('Danny Green', 'Kawhi Leonard', 'Kyle Lowry', 'Marc Gasol', 'Pascal Siakam')",18.116581753213858,2186,2019
"('Andrew Wiggins', 'Jeff Teague', 'Karl-Anthony Towns', 'Robert Covington', 'Taj Gibson')",10.139770923817998,948,2019
"('Brandon Ingram', 'JaVale McGee', 'Kyle Kuzma', 'LeBron James', 'Lonzo Ball')",8.40596247164043,997,2019
"('DeAndre Jordan', 'Harrison Barnes', 'Jalen Brunson', 'Luka Doncic', 'Wesley Matthews')",7.334723535528265,807,2019
"('Avery Bradley', 'Danilo Gallinari', 'Marcin Gortat', 'Shai Gilgeous-Alexander', 'Tobias Harris')",6.426656862824849,1418,2019
"('Chris Paul', 'Clint Capela', 'James Ennis III', 'James Harden', 'P.J. Tucker')",2.1830245727310094,845,2019
"('Andre Drummond', 'Blake Griffin', 'Bruce Brown', 'Reggie Bullock', 'Reggie Jackson')",11.615709066169398,1192,2019
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Evan Turner', 'Jusuf Nurkic')",15.773975595730043,1095,2019
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Jake Layman', 'Jusuf Nurkic')",14.204393655804596,1533,2019
"('Al-Farouq Aminu', 'CJ McCollum', 'Damian Lillard', 'Enes Freedom', 'Maurice Harkless')",4.182286210819621,1116,2019
"('Danuel House Jr.', 'James Harden', 'P.J. Tucker', 'Robert Covington', 'Russell Westbrook')",15.223680330732831,960,2020
"('Cedi Osman', 'Collin Sexton', 'Darius Garland', 'Kevin Love', 'Tristan Thompson')",4.956476238340736,2777,2020
"('Kris Dunn', 'Lauri Markkanen', 'Tomas Satoransky', 'Wendell Carter Jr.', 'Zach LaVine')",13.458760907886994,1280,2020
"('Anthony Davis', 'Avery Bradley', 'Danny Green', 'JaVale McGee', 'LeBron James')",16.746697130013814,1638,2020
"('Aron Baynes', 'Dario Saric', 'Devin Booker', 'Kelly Oubre Jr.', 'Ricky Rubio')",9.860097731324776,1038,2020
"('Bryn Forbes', 'DeMar DeRozan', 'Dejounte Murray', 'LaMarcus Aldridge', 'Trey Lyles')",8.5344931354063,2062,2020
"('Fred VanVleet', 'Kyle Lowry', 'Marc Gasol', 'O.G. Anunoby', 'Pascal Siakam')",15.680241180658673,2237,2020
"('Fred VanVleet', 'Kyle Lowry', 'O.G. Anunoby', 'Pascal Siakam', 'Serge Ibaka')",9.625639224635163,1028,2020
"('Brook Lopez', 'Eric Bledsoe', 'Giannis Antetokounmpo', 'Khris Middleton', 'Wesley Matthews')",18.84009555365124,2292,2020
"('Cody Zeller', ""Devonte' Graham"", 'Miles Bridges', 'P.J. Washington', 'Terry Rozier')",7.502063732442657,1096,2020
"('Cam Reddish', ""De'Andre Hunter"", 'John Collins', 'Kevin Huerter', 'Trae Young')",11.097910891975909,871,2020
"('Caris LeVert', 'Jarrett Allen', 'Joe Harris', 'Spencer Dinwiddie', 'Taurean Prince')",13.156551853644352,840,2020
"('Garrett Temple', 'Jarrett Allen', 'Joe Harris', 'Spencer Dinwiddie', 'Taurean Prince')",9.936212247045637,1966,2020
"('Aaron Gordon', 'Evan Fournier', 'Markelle Fultz', 'Nikola Vucevic', 'Terrence Ross')",11.26495614939432,936,2020
"('Bam Adebayo', 'Duncan Robinson', 'Goran Dragic', 'Jae Crowder', 'Jimmy Butler')",19.410756206532177,1005,2020
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Will Barton')",11.881966097386334,2954,2020
"('Aaron Holiday', 'Domantas Sabonis', 'Doug McDermott', 'Justin Holiday', 'T.J. McConnell')",0.4589128347484945,989,2020
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Joe Ingles', ""Royce O'Neale"", 'Rudy Gobert')",17.608159379236348,2306,2020
"('Anthony Davis', 'Danny Green', 'JaVale McGee', 'Kentavious Caldwell-Pope', 'LeBron James')",12.505200161054386,1688,2020
"('Domantas Sabonis', 'Jeremy Lamb', 'Malcolm Brogdon', 'Myles Turner', 'T.J. Warren')",11.652595782288817,1401,2020
"('Fred VanVleet', 'Marc Gasol', 'Norman Powell', 'O.G. Anunoby', 'Pascal Siakam')",15.855325863394498,847,2020
"('Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Kendrick Nunn', 'Meyers Leonard')",14.737481277690929,1937,2020
"('Al Horford', 'Ben Simmons', 'Joel Embiid', 'Josh Richardson', 'Tobias Harris')",15.455370520210291,1014,2020
"('Aaron Gordon', 'Evan Fournier', 'Jonathan Isaac', 'Markelle Fultz', 'Nikola Vucevic')",8.341546734533152,996,2020
"('Daniel Theis', 'Gordon Hayward', 'Jaylen Brown', 'Jayson Tatum', 'Kemba Walker')",19.22779449039665,1183,2020
"('Daniel Theis', 'Jaylen Brown', 'Jayson Tatum', 'Kemba Walker', 'Marcus Smart')",15.22521108273791,1518,2020
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Mike Conley', ""Royce O'Neale"", 'Rudy Gobert')",13.05778314658608,1551,2020
"('Dillon Brooks', 'Ja Morant', 'Jae Crowder', 'Jaren Jackson Jr.', 'Jonas Valanciunas')",9.51222921203786,1749,2020
"('Buddy Hield', 'Cory Joseph', 'Harrison Barnes', 'Nemanja Bjelica', 'Richaun Holmes')",10.134872630287855,1052,2020
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Joe Ingles', 'Mike Conley', 'Rudy Gobert')",5.795884057884882,964,2020
"('Brandon Ingram', 'Derrick Favors', 'Jrue Holiday', 'Lonzo Ball', 'Zion Williamson')",13.101465112447904,1245,2020
"('Chris Paul', 'Danilo Gallinari', 'Shai Gilgeous-Alexander', 'Steven Adams', 'Terrance Ferguson')",5.310286049558015,1378,2020
"('Chris Paul', 'Danilo Gallinari', 'Dennis Schroder', 'Shai Gilgeous-Alexander', 'Steven Adams')",21.57708513432604,938,2020
"('Bismack Biyombo', ""Devonte' Graham"", 'Miles Bridges', 'P.J. Washington', 'Terry Rozier')",5.274291359964937,1007,2020
"('Clint Capela', 'Danuel House Jr.', 'James Harden', 'P.J. Tucker', 'Russell Westbrook')",10.877998414241166,1540,2020
"('Chris Paul', 'Danilo Gallinari', 'Luguentz Dort', 'Shai Gilgeous-Alexander', 'Steven Adams')",7.588650528270602,1161,2020
"('CJ McCollum', 'Carmelo Anthony', 'Damian Lillard', 'Hassan Whiteside', 'Trevor Ariza')",6.498755080199284,965,2020
"('Dorian Finney-Smith', 'Dwight Powell', 'Kristaps Porzingis', 'Luka Doncic', 'Tim Hardaway Jr.')",12.824019222063765,858,2020
"('Deandre Ayton', 'Devin Booker', 'Kelly Oubre Jr.', 'Mikal Bridges', 'Ricky Rubio')",17.914690785071162,950,2020
"('Frank Ntilikina', 'Julius Randle', 'Marcus Morris Sr.', 'RJ Barrett', 'Taj Gibson')",6.240957428108886,955,2020
"('CJ McCollum', 'Carmelo Anthony', 'Damian Lillard', 'Hassan Whiteside', 'Kent Bazemore')",8.009478758157092,1284,2020
"('Ivica Zubac', 'Kawhi Leonard', 'Maurice Harkless', 'Patrick Beverley', 'Paul George')",13.91634844707808,900,2020
"('Gary Harris', 'Jamal Murray', 'Jerami Grant', 'Nikola Jokic', 'Paul Millsap')",21.306156219279817,862,2020
"('Ivica Zubac', 'Kawhi Leonard', 'Marcus Morris Sr.', 'Patrick Beverley', 'Paul George')",24.52749317521457,894,2020
"('Brandon Ingram', 'Eric Bledsoe', 'Lonzo Ball', 'Steven Adams', 'Zion Williamson')",7.7627745366451215,2501,2021
"('Bismack Biyombo', ""Devonte' Graham"", 'Gordon Hayward', 'P.J. Washington', 'Terry Rozier')",0.9774169527798662,1046,2021
"('Domantas Sabonis', 'Doug McDermott', 'Justin Holiday', 'Malcolm Brogdon', 'Myles Turner')",11.861854049222131,980,2021
"('DeMar DeRozan', 'Dejounte Murray', 'Keldon Johnson', 'LaMarcus Aldridge', 'Lonnie Walker IV')",-7.775391752994452,907,2021
"('DeMar DeRozan', 'Dejounte Murray', 'Jakob Poeltl', 'Keldon Johnson', 'Lonnie Walker IV')",6.647440998382978,814,2021
"('Ben Simmons', 'Danny Green', 'Joel Embiid', 'Seth Curry', 'Tobias Harris')",14.5156137976434,3137,2021
"('Cameron Payne', 'Deandre Ayton', 'Devin Booker', 'Jae Crowder', 'Mikal Bridges')",11.351022515038126,917,2021
"('Chris Paul', 'Deandre Ayton', 'Devin Booker', 'Jae Crowder', 'Mikal Bridges')",12.814602401964224,4387,2021
"('CJ McCollum', 'Damian Lillard', 'Jusuf Nurkic', 'Norman Powell', 'Robert Covington')",13.470392260255656,2037,2021
"('CJ McCollum', 'Damian Lillard', 'Derrick Jones Jr.', 'Jusuf Nurkic', 'Robert Covington')",7.175067212923879,863,2021
"('Cameron Johnson', 'Chris Paul', 'Deandre Ayton', 'Devin Booker', 'Mikal Bridges')",9.984237733383138,870,2021
"('Desmond Bane', 'Dillon Brooks', 'Ja Morant', 'Jonas Valanciunas', 'Kyle Anderson')",17.82739213684904,1042,2021
"('Dillon Brooks', 'Grayson Allen', 'Ja Morant', 'Jonas Valanciunas', 'Kyle Anderson')",12.833314780530628,1984,2021
"('Bogdan Bogdanovic', 'Clint Capela', 'John Collins', 'Kevin Huerter', 'Trae Young')",16.18791838922553,1104,2021
"('Brook Lopez', 'Donte DiVincenzo', 'Giannis Antetokounmpo', 'Jrue Holiday', 'Khris Middleton')",10.798946162745429,2362,2021
"('Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Kendrick Nunn', 'Trevor Ariza')",8.909978336352085,944,2021
"('Andrew Wiggins', 'Draymond Green', 'James Wiseman', 'Kelly Oubre Jr.', 'Stephen Curry')",2.1296328905810102,1075,2021
"('Andrew Wiggins', 'Draymond Green', 'Kent Bazemore', 'Kevon Looney', 'Stephen Curry')",14.024885429244188,1206,2021
"('Buddy Hield', ""De'Aaron Fox"", 'Harrison Barnes', 'Marvin Bagley III', 'Richaun Holmes')",7.906053285328864,1762,2021
"('Buddy Hield', ""De'Aaron Fox"", 'Harrison Barnes', 'Richaun Holmes', 'Tyrese Haliburton')",8.770212710270119,1705,2021
"('Cam Reddish', 'Clint Capela', 'John Collins', 'Kevin Huerter', 'Trae Young')",4.202847027359844,821,2021
"('DeMar DeRozan', 'Dejounte Murray', 'Derrick White', 'Jakob Poeltl', 'Keldon Johnson')",11.596973970693158,1371,2021
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Mike Conley', ""Royce O'Neale"", 'Rudy Gobert')",13.170072044261635,2651,2021
"('Bojan Bogdanovic', 'Derrick Favors', 'Donovan Mitchell', 'Joe Ingles', ""Royce O'Neale"")",3.8891188030367743,822,2021
"('Georges Niang', 'Joe Ingles', 'Jordan Clarkson', 'Mike Conley', 'Rudy Gobert')",13.108641495015602,1446,2021
"('Bojan Bogdanovic', 'Derrick Favors', 'Donovan Mitchell', 'Jordan Clarkson', ""Royce O'Neale"")",9.005582635693445,1339,2021
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Joe Ingles', ""Royce O'Neale"", 'Rudy Gobert')",18.3604414862459,1333,2021
"('Dorian Finney-Smith', 'Josh Richardson', 'Kristaps Porzingis', 'Luka Doncic', 'Maxi Kleber')",11.598803913717717,1177,2021
"('Anthony Davis', 'Dennis Schroder', 'Kentavious Caldwell-Pope', 'LeBron James', 'Marc Gasol')",10.582048172015558,1190,2021
"('Elfrid Payton', 'Julius Randle', 'Mitchell Robinson', 'RJ Barrett', 'Reggie Bullock')",6.628051287358204,1555,2021
"('Elfrid Payton', 'Julius Randle', 'Nerlens Noel', 'RJ Barrett', 'Reggie Bullock')",2.2868642901407323,2264,2021
"('Jamal Murray', 'Michael Porter Jr.', 'Nikola Jokic', 'Paul Millsap', 'Will Barton')",7.813347499225951,861,2021
"('Damian Lillard', 'Derrick Jones Jr.', 'Enes Freedom', 'Gary Trent Jr.', 'Robert Covington')",13.110672601528158,1156,2021
"('Al Horford', 'Darius Bazley', 'George Hill', 'Luguentz Dort', 'Shai Gilgeous-Alexander')",10.969637510974112,802,2021
"('Ivica Zubac', 'Kawhi Leonard', 'Marcus Morris Sr.', 'Paul George', 'Reggie Jackson')",13.84113546525545,941,2021
"('Gary Harris', 'Jamal Murray', 'Nikola Jokic', 'Paul Millsap', 'Will Barton')",9.05307954718398,973,2021
"('Aaron Gordon', 'Austin Rivers', 'Facundo Campazzo', 'Michael Porter Jr.', 'Nikola Jokic')",5.137218073505646,908,2021
"('Kawhi Leonard', 'Nicolas Batum', 'Patrick Beverley', 'Paul George', 'Serge Ibaka')",16.94707302779462,1070,2021
"('Brook Lopez', 'Giannis Antetokounmpo', 'Jrue Holiday', 'Khris Middleton', 'P.J. Tucker')",18.07913125666205,1057,2021
"('Brandon Ingram', 'CJ McCollum', 'Herbert Jones', 'Jaxson Hayes', 'Jonas Valanciunas')",15.489394138401952,975,2022
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Mike Conley', ""Royce O'Neale"", 'Rudy Gobert')",10.08775264910022,3039,2022
"('Bojan Bogdanovic', 'Donovan Mitchell', 'Hassan Whiteside', 'Jordan Clarkson', ""Royce O'Neale"")",6.486550218570347,976,2022
"('Fred VanVleet', 'Gary Trent Jr.', 'O.G. Anunoby', 'Pascal Siakam', 'Scottie Barnes')",2.550767658602172,1367,2022
"('Bam Adebayo', 'Duncan Robinson', 'Jimmy Butler', 'Kyle Lowry', 'P.J. Tucker')",11.594730180993928,1650,2022
"('Clint Capela', ""De'Andre Hunter"", 'John Collins', 'Kevin Huerter', 'Trae Young')",4.720682538583394,882,2022
"('Clint Capela', 'Danilo Gallinari', ""De'Andre Hunter"", 'Kevin Huerter', 'Trae Young')",11.26508608042897,1072,2022
"('Amir Coffey', 'Ivica Zubac', 'Marcus Morris Sr.', 'Nicolas Batum', 'Reggie Jackson')",-0.2447667170056172,896,2022
