Group,APM,Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum,season,player_1_pass_out,player_2_pass_out,player_3_pass_out,player_4_pass_out,player_5_pass_out,std_pass_out
-101161-202340-202738-203096-203109-,8.345941876519094,2922,2016,Boston Celtics,723.0066666666667,60,41.5,92.5,0.448,10.4,28.5,0.366,13.0,16.6,0.786,11.5,33.6,45.0,28.2,12.6,8.8,4.4,19.4,106.4,1.4,Amir Johnson,Avery Bradley,Isaiah Thomas,Jared Sullinger,Jae Crowder,0.7679613302502684,1.1771507118839546,0.8665027458550733,0.6041867547751318,1.4275555444864552,4.843357087250883,2015-16,26.423076923076923,13.653333333333334,39.382716049382715,26.374999999999996,23.38888888888889,9.199919101221116
-2419-201937-203476-203952-1626157-,5.461112824210377,1014,2016,Minnesota Timberwolves,262.03,36,41.9,87.3,0.48,3.7,11.6,0.317,17.4,24.3,0.714,11.8,31.3,43.1,26.6,12.7,9.7,6.0,16.8,104.8,-2.7,Tayshaun Prince,Ricky Rubio,Gorgui Dieng,Andrew Wiggins,Karl-Anthony Towns,-0.4105908079372891,1.25279176152067,1.789170720444317,0.4363104315416537,0.0785485191798881,3.14623062474924,2015-16,8.87012987012987,43.460526315789465,15.609756097560975,15.345679012345679,24.84146341463415,13.466955747138849
-201937-203476-203897-203952-1626157-,9.26816226430362,2618,2016,Minnesota Timberwolves,647.885,46,41.4,80.9,0.512,7.5,18.0,0.416,21.7,25.5,0.852,9.0,31.0,40.0,27.7,15.6,9.5,5.6,17.4,112.0,1.9,Ricky Rubio,Gorgui Dieng,Zach LaVine,Andrew Wiggins,Karl-Anthony Towns,1.25279176152067,1.789170720444317,-1.6627576857612063,0.4363104315416537,0.0785485191798881,1.8940637469253223,2015-16,46.89473684210526,21.48780487804878,19.682926829268293,17.160493827160494,28.804878048780488,12.03754565209432
-2544-2747-201567-202681-202684-,16.87807456345604,3157,2016,Cleveland Cavaliers,465.705,37,43.7,91.9,0.476,13.3,33.7,0.396,15.3,20.2,0.757,11.9,34.6,46.6,24.7,11.8,7.3,3.9,17.8,116.1,13.6,LeBron James,JR Smith,Kevin Love,Kyrie Irving,Tristan Thompson,4.953199247301189,0.5755945301958596,2.156901181504332,-0.3190799464742502,1.1243783965711327,8.490993409098262,2015-16,31.55263157894737,16.155844155844157,28.558441558441558,37.32075471698113,14.950617283950617,9.799308280100473
-2544-2747-201567-202389-202681-,5.263349072957915,1015,2016,Cleveland Cavaliers,250.94166666666666,28,39.6,85.7,0.462,9.9,31.4,0.316,10.3,14.3,0.722,9.5,34.8,44.3,24.7,17.5,5.0,5.0,15.3,99.4,-9.1,LeBron James,JR Smith,Kevin Love,Timofey Mozgov,Kyrie Irving,4.953199247301189,0.5755945301958596,2.156901181504332,-2.4278325794623616,-0.3190799464742502,4.938782433064768,2015-16,31.776315789473685,16.051948051948052,28.272727272727273,8.75,35.132075471698116,11.16226189368823
-201142-201566-201586-203460-203500-,14.972773746954864,4337,2016,Oklahoma City Thunder,815.7516666666667,59,44.9,88.5,0.507,6.9,20.7,0.334,17.5,22.6,0.777,12.9,38.8,51.6,27.8,15.2,7.8,7.6,16.6,114.3,17.7,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Steven Adams,3.05102282611314,2.876384097844557,1.6215314871359254,0.382034298482007,1.1882466480641856,9.119219357639816,2015-16,23.541666666666664,43.425,17.243589743589745,9.585714285714285,32.025,13.120454371722053
-201142-201566-201586-203079-203500-,15.072402519144047,1791,2016,Oklahoma City Thunder,360.19,49,42.0,86.3,0.487,8.2,20.6,0.4,21.4,27.5,0.778,11.7,37.2,48.9,25.3,13.7,6.5,7.2,19.3,113.7,14.9,Kevin Durant,Russell Westbrook,Serge Ibaka,Dion Waiters,Steven Adams,3.05102282611314,2.876384097844557,1.6215314871359254,-0.1926950978445326,1.1882466480641856,8.544489961313275,2015-16,25.680555555555557,43.9375,17.96153846153846,8.256410256410255,31.575000000000003,13.518948157335249
-2200-201565-202703-202710-203503-,4.676326000314178,803,2016,Chicago Bulls,202.81,26,37.8,89.4,0.423,9.2,23.4,0.394,17.3,21.3,0.811,8.7,33.8,42.6,23.9,12.8,6.9,7.8,14.9,102.1,0.5,Pau Gasol,Derrick Rose,Nikola Mirotic,Jimmy Butler,Tony Snell,1.124303044919589,-0.8980425711559961,0.6287839195832282,1.0065053374063069,2.29036008526359,4.151909816016718,2015-16,36.16666666666667,35.96969696969697,19.37878787878788,28.19402985074627,6.59375,12.502790303410231
-202324-202330-203497-203526-203918-,10.14577058410922,1143,2016,Utah Jazz,305.37,29,41.2,84.6,0.487,6.7,18.8,0.355,17.6,22.7,0.774,10.9,35.2,46.2,21.2,17.3,8.2,5.5,18.8,106.7,8.7,Derrick Favors,Gordon Hayward,Rudy Gobert,Raul Neto,Rodney Hood,0.6782741329031986,0.2333334249616267,1.828621030134976,0.5840511521064351,0.9137310665148064,4.238010806621043,2015-16,29.032258064516125,23.35,29.327868852459012,20.185185185185183,21.088607594936708,4.341099232704102
-101106-201939-202691-203084-203110-,13.894654977670292,2801,2016,Golden State Warriors,552.1483333333333,49,42.4,87.6,0.485,14.2,36.9,0.385,9.7,12.1,0.797,8.8,38.9,47.7,30.1,15.3,7.5,5.8,16.3,108.7,13.2,Andrew Bogut,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,0.029709838294257,3.2592593544991653,1.2812620703512332,-0.2922411657591322,5.450698270625116,9.72868836801064,2015-16,25.3,42.22784810126582,16.762500000000003,16.242424242424242,46.7037037037037,14.261827290505812
-101106-201575-201939-202691-203110-,15.530895868998092,1091,2016,Golden State Warriors,253.605,31,42.8,83.3,0.514,15.8,36.5,0.433,10.7,14.9,0.72,6.2,38.1,44.3,30.3,16.7,6.7,8.0,17.2,112.2,14.7,Andrew Bogut,Brandon Rush,Stephen Curry,Klay Thompson,Draymond Green,0.029709838294257,-2.304332869918718,3.2592593544991653,1.2812620703512332,5.450698270625116,7.716596663851053,2015-16,24.37142857142857,7.3478260869565215,38.77215189873417,15.375,44.666666666666664,15.612190243018263
-2730-2772-201147-201935-201976-,5.349287491695406,839,2016,Houston Rockets,201.20833333333334,41,35.7,79.0,0.452,11.9,32.9,0.362,19.3,29.8,0.648,10.0,30.0,40.0,21.7,15.5,9.8,3.1,27.4,102.6,-12.1,Dwight Howard,Trevor Ariza,Corey Brewer,James Harden,Patrick Beverley,0.4792117528428691,0.1245473855872333,-0.4236472964825058,1.7723425966161106,1.3649659987907603,3.3174204373544676,2015-16,27.140845070422536,24.185185185185187,7.7560975609756095,29.597560975609756,30.845070422535212,9.379579880811436
-101108-200755-201599-201601-201933-,16.04903260983684,1325,2016,LA Clippers,273.44166666666666,18,44.6,87.7,0.508,8.5,19.9,0.427,13.0,21.6,0.605,11.1,38.2,49.3,29.9,13.4,8.7,2.4,13.8,110.7,17.8,Chris Paul,JJ Redick,DeAndre Jordan,Luc Mbah a Moute,Blake Griffin,3.2333630848817534,1.9062175032441029,1.712328974304934,0.6846975979703824,0.2305511757580424,7.7671583361592145,2015-16,40.32432432432432,15.693333333333332,31.16883116883117,8.785714285714285,38.14285714285714,13.951024414379312
-2547-2548-2736-201609-202355-,6.68988666767086,1289,2016,Miami Heat,339.44166666666666,28,40.1,85.9,0.467,6.3,18.1,0.347,13.0,18.4,0.708,10.0,36.9,46.9,23.0,15.2,7.0,9.8,14.5,99.5,-1.2,Chris Bosh,Dwyane Wade,Luol Deng,Goran Dragic,Hassan Whiteside,-0.0301313145624448,-0.5723204841469588,0.5792135610405288,1.9185790526271629,0.9221486802879584,2.8174894952462464,2015-16,25.22641509433962,23.45945945945946,27.635135135135137,41.90277777777778,13.356164383561644,10.271223361041399
-202329-203081-203468-203486-203943-,6.464831061820616,2414,2016,Portland Trail Blazers,610.6466666666666,52,41.1,91.7,0.448,12.5,29.5,0.422,12.8,16.4,0.78,12.4,34.3,46.6,22.7,14.8,6.6,4.5,18.9,107.4,-0.7,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Mason Plumlee,Noah Vonleh,1.055606367885196,0.9909039026396892,1.798145023640128,0.5304107768650088,-1.2328670842537996,3.1421989867762226,2015-16,20.01219512195122,38.093333333333334,23.875,25.951219512195124,14.35897435897436,8.806920693836977
-2594-200794-201143-201952-203145-,9.901685565576743,4162,2016,Atlanta Hawks,891.76,70,39.8,85.8,0.464,10.6,29.8,0.355,14.1,16.8,0.839,7.8,34.2,42.0,28.2,14.5,8.3,6.4,16.8,104.3,5.6,Kyle Korver,Paul Millsap,Al Horford,Jeff Teague,Kent Bazemore,2.5492801392388937,1.6364448837957413,0.7078967990861318,-0.6584566050675397,-0.529663659939445,3.705501557113783,2015-16,16.4,30.333333333333332,29.865853658536587,41.77215189873418,25.240000000000002,9.194662426168351
-2738-101106-201939-202691-203110-,18.84489681423036,945,2016,Golden State Warriors,156.29,46,42.4,78.4,0.541,18.9,37.5,0.504,16.2,22.9,0.707,7.9,36.6,44.5,30.5,16.2,7.3,8.2,19.2,119.8,29.9,Andre Iguodala,Andrew Bogut,Stephen Curry,Klay Thompson,Draymond Green,1.0189857476796491,0.029709838294257,3.2592593544991653,1.2812620703512332,5.450698270625116,11.03991528144942,2015-16,16.153846153846153,24.97142857142857,41.12658227848101,16.1875,47.23456790123457,14.360325918917596
-2738-201939-202691-203084-203110-,23.85393332092551,1228,2016,Golden State Warriors,172.10166666666666,37,45.6,76.4,0.597,19.3,36.1,0.535,24.6,31.1,0.79,8.5,34.8,43.4,30.1,13.5,10.0,5.5,18.3,135.1,41.9,Andre Iguodala,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,1.0189857476796491,3.2592593544991653,1.2812620703512332,-0.2922411657591322,5.450698270625116,10.717964277396032,2015-16,17.56923076923077,39.9746835443038,15.65,17.606060606060606,48.358024691358025,15.22381231212783
-2594-200757-200794-201143-201952-,12.47936366164928,958,2016,Atlanta Hawks,235.11166666666668,45,39.3,84.2,0.466,8.9,24.5,0.364,13.0,17.2,0.753,9.5,35.4,44.9,24.5,15.0,8.5,6.1,16.4,100.4,6.7,Kyle Korver,Thabo Sefolosha,Paul Millsap,Al Horford,Jeff Teague,2.5492801392388937,0.1533633753319582,1.6364448837957413,0.7078967990861318,-0.6584566050675397,4.388528592385186,2015-16,15.0625,14.133333333333333,27.54320987654321,26.817073170731707,38.860759493670884,10.215113432678999
-201942-202335-202687-202709-203082-,9.473606806729215,970,2016,Toronto Raptors,217.70166666666665,54,34.7,81.3,0.426,6.7,21.1,0.316,25.8,32.0,0.806,9.3,36.7,46.0,15.8,11.1,7.3,5.3,18.2,101.8,12.7,DeMar DeRozan,Patrick Patterson,Bismack Biyombo,Cory Joseph,Terrence Ross,0.0014098659411128,2.07603543522029,-0.1221819713481996,0.2454621296614808,-0.2885949564828812,1.9121305029918032,2015-16,11.7012987012987,21.833333333333332,11.469135802469136,26.075949367088604,8.208333333333334,7.667607053293329
-201573-202328-203114-203507-203953-,5.535814488578738,1119,2016,Milwaukee Bucks,289.13666666666666,27,42.8,85.8,0.499,6.0,14.2,0.42,18.8,24.7,0.759,7.5,30.0,37.5,27.4,10.5,9.8,4.9,19.6,110.4,-1.6,Jerryd Bayless,Greg Monroe,Khris Middleton,Giannis Antetokounmpo,Jabari Parker,-1.519292107606634,0.0199264079256612,2.386426077298561,0.4258797592551704,-0.904608343337738,0.4083317935350207,2015-16,23.365384615384617,16.974683544303797,22.59493670886076,28.0375,18.289473684210527,4.4040466327634125
-101162-202322-202693-203078-203490-,12.287678557128029,819,2016,Washington Wizards,197.42833333333334,18,42.3,89.1,0.474,11.1,26.1,0.426,13.0,15.7,0.831,9.7,38.4,48.1,28.5,15.0,8.2,3.9,17.4,108.7,7.5,Marcin Gortat,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,0.7122655873047636,1.2648003624237183,0.6817169973766336,-0.8078853796208127,0.8083886655520501,2.659286233036353,2015-16,23.21333333333333,35.519480519480524,9.796875,18.036363636363635,15.879999999999999,9.681389100794167
-101162-201162-202322-203078-203490-,10.292065720173772,943,2016,Washington Wizards,230.44666666666666,30,42.7,87.8,0.486,10.6,30.0,0.354,14.5,19.2,0.755,9.2,32.0,41.2,29.0,15.1,9.0,4.1,15.9,110.4,11.8,Marcin Gortat,Jared Dudley,John Wall,Bradley Beal,Otto Porter Jr.,0.7122655873047636,0.7442772212285653,1.2648003624237183,-0.8078853796208127,0.8083886655520501,2.7218464568882847,2015-16,24.13333333333333,23.4320987654321,41.61038961038962,19.78181818181818,16.84,9.654043764271515
-101162-201162-202066-202322-203490-,6.350065311519186,1252,2016,Washington Wizards,311.6616666666667,39,41.4,89.7,0.462,9.4,27.0,0.349,9.6,13.9,0.685,9.1,33.9,42.9,29.8,13.2,8.3,4.1,16.3,101.7,-2.7,Marcin Gortat,Jared Dudley,Garrett Temple,John Wall,Otto Porter Jr.,0.7122655873047636,0.7442772212285653,0.3471764366804898,1.2648003624237183,0.8083886655520501,3.876908273189587,2015-16,23.24,23.851851851851855,13.075949367088606,39.12987012987013,16.213333333333335,10.067886598437367
-2730-2772-201935-201976-202700-,13.0474429663186,1408,2016,Houston Rockets,295.51166666666666,33,41.3,84.1,0.491,12.5,31.8,0.392,16.7,22.0,0.761,10.3,33.1,43.4,27.2,15.7,10.8,5.4,18.0,111.8,10.8,Dwight Howard,Trevor Ariza,James Harden,Patrick Beverley,Donatas Motiejunas,0.4792117528428691,0.1245473855872333,1.7723425966161106,1.3649659987907603,0.1867189059557288,3.927786639792702,2015-16,25.577464788732392,23.790123456790123,28.646341463414632,30.253521126760564,16.18918918918919,5.483244848184358
-101133-101145-201588-202331-1626167-,9.548027423181187,2066,2016,Indiana Pacers,452.49666666666667,25,37.3,83.9,0.445,7.3,21.2,0.345,17.9,22.0,0.816,7.4,36.4,43.8,21.5,13.4,9.5,5.1,17.3,99.9,3.5,Ian Mahinmi,Monta Ellis,George Hill,Paul George,Myles Turner,0.7864543143992155,0.1466312649184659,0.5461176119341218,2.5394849630404304,-0.8673234858289499,3.1513646684632834,2015-16,26.225352112676056,31.049382716049383,37.12162162162162,26.62962962962963,17.066666666666666,7.354253685822724
-101107-201584-201587-202689-203469-,10.730131228865924,1768,2016,Charlotte Hornets,406.5683333333333,23,41.8,88.1,0.474,13.7,33.9,0.405,17.6,21.1,0.833,8.5,35.5,44.0,26.6,11.5,8.6,6.2,14.8,114.9,10.4,Marvin Williams,Courtney Lee,Nicolas Batum,Kemba Walker,Cody Zeller,0.9126408757804212,0.604638062877664,0.4960776273346197,1.3876573588228809,1.6644451891123693,5.065459113927955,2015-16,35.39506172839506,6.455696202531646,29.585714285714285,37.55555555555556,13.013698630136986,13.89692005573926
-202328-203114-203487-203507-203953-,6.210868086748289,2103,2016,Milwaukee Bucks,539.4883333333333,41,42.2,86.4,0.489,3.3,9.4,0.356,17.2,23.2,0.741,11.5,31.6,43.1,24.1,14.3,9.3,5.2,18.1,105.0,-6.4,Greg Monroe,Khris Middleton,Michael Carter-Williams,Giannis Antetokounmpo,Jabari Parker,0.0199264079256612,2.386426077298561,-0.5069796562656679,0.4258797592551704,-0.904608343337738,1.4206442448759868,2015-16,19.974683544303797,25.354430379746837,40.851851851851855,30.0375,24.223684210526315,7.983540986325415
-1717-2585-101114-202083-202718-,9.699803626064616,1561,2016,Dallas Mavericks,418.76166666666666,40,37.0,86.2,0.429,10.5,29.1,0.363,16.1,20.2,0.796,9.1,36.6,45.7,24.7,13.8,7.5,3.5,15.5,100.6,1.5,Dirk Nowitzki,Zaza Pachulia,Deron Williams,Wesley Matthews,Chandler Parsons,2.047045749851517,-0.5341523179088687,-0.2635276146569995,1.3797755714969118,0.8689347983377643,3.4980761871203248,2015-16,19.94666666666667,20.13157894736842,45.784615384615385,20.75641025641026,21.9672131147541,11.245790481176824
-1718-101108-200755-201599-201601-,12.40617464458281,1459,2016,LA Clippers,375.09833333333336,30,40.7,87.8,0.463,13.7,34.1,0.402,14.5,20.9,0.692,9.4,39.2,48.6,27.4,12.5,6.4,5.1,17.7,109.5,10.6,Paul Pierce,Chris Paul,JJ Redick,DeAndre Jordan,Luc Mbah a Moute,-0.9745730650716784,3.2333630848817534,1.9062175032441029,1.712328974304934,0.6846975979703824,6.562034095329494,2015-16,10.235294117647058,35.445945945945944,13.519999999999998,30.012987012987015,8.457142857142857,12.332174215030808
-101112-202696-202699-203095-203901-,9.036112851239926,1283,2016,Orlando Magic,334.39666666666665,26,43.3,90.3,0.48,9.5,22.6,0.422,11.4,15.1,0.755,10.0,33.8,43.8,27.8,13.7,12.0,3.7,17.4,107.5,7.2,Channing Frye,Nikola Vucevic,Tobias Harris,Evan Fournier,Elfrid Payton,2.205018046287723,0.2688204474108053,0.5030529979253325,-1.047012434023733,0.2842638511427572,2.2141429087428848,2015-16,10.362318840579709,25.359375,15.466666666666669,16.974358974358974,33.81944444444444,9.239922391930069
-2207-201152-201572-201961-202388-,7.328525076662902,1590,2016,Brooklyn Nets,408.415,26,41.7,84.5,0.493,7.9,18.5,0.427,16.6,20.1,0.822,7.3,35.4,42.6,25.0,13.5,6.1,2.5,12.6,107.8,3.3,Joe Johnson,Thaddeus Young,Brook Lopez,Wayne Ellington,Donald Sloan,1.6569272019884629,-0.209586982107852,1.3817565908942655,-2.361281902777138,0.4505023206614993,0.9183172286592378,2015-16,14.197530864197532,21.15068493150685,14.232876712328768,8.75,28.75409836065574,7.71509419947568
-2200-201565-201959-202710-203503-,10.38214778930955,800,2016,Chicago Bulls,219.74833333333333,22,37.3,88.9,0.42,3.5,15.9,0.217,15.4,18.4,0.838,9.4,42.9,52.3,19.4,12.7,6.9,7.1,14.3,93.5,0.2,Pau Gasol,Derrick Rose,Taj Gibson,Jimmy Butler,Tony Snell,1.124303044919589,-0.8980425711559961,-0.1059438205766693,1.0065053374063069,2.29036008526359,3.4171820758568208,2015-16,35.125,35.90909090909091,14.986301369863014,25.73134328358209,7.578125,12.444120549319926
-2546-101181-201167-201577-204001-,5.738842251344555,2840,2016,New York Knicks,734.675,50,41.2,90.2,0.457,8.0,21.3,0.378,13.1,15.9,0.822,11.9,37.6,49.5,20.7,14.6,4.6,6.9,16.8,103.6,-2.2,Carmelo Anthony,Jose Calderon,Arron Afflalo,Robin Lopez,Kristaps Porzingis,0.867872052991906,-0.3387820491715179,-0.1945143366062908,-0.1144116238720279,1.5207466237017988,1.740910667043868,2015-16,27.84722222222222,46.05555555555556,23.859154929577464,24.353658536585364,29.13888888888889,9.116375852324472
-101141-202694-202704-203083-203484-,9.370471861168223,3547,2016,Detroit Pistons,914.8033333333333,48,40.9,92.2,0.443,8.5,24.0,0.352,15.1,23.9,0.632,15.2,33.3,48.5,19.7,13.6,8.1,3.3,16.8,105.2,3.9,Ersan Ilyasova,Marcus Morris Sr.,Reggie Jackson,Andre Drummond,Kentavious Caldwell-Pope,-2.3212840431506487,1.447570480907885,0.5289008776307088,1.0799368135810707,1.936885554746941,2.672009683715957,2015-16,21.513513513513512,24.325,39.151898734177216,15.592592592592592,15.776315789473683,9.637567734540797
-1495-2225-200746-201980-202695-,13.156403651455308,3198,2016,San Antonio Spurs,698.0966666666667,47,41.8,90.5,0.462,5.8,16.5,0.352,14.9,18.4,0.813,11.4,38.9,50.4,25.6,12.6,7.9,6.9,15.7,104.4,9.5,Tim Duncan,Tony Parker,LaMarcus Aldridge,Danny Green,Kawhi Leonard,2.528420760758199,0.0320134101162385,0.904573699463074,1.792305443587686,3.108886020210872,8.36619933413607,2015-16,25.885245901639344,38.833333333333336,25.31081081081081,21.050632911392405,21.138888888888893,7.285679730510203
-977-201579-203903-203944-1626156-,-4.474902689032036,2341,2016,Los Angeles Lakers,571.8866666666667,51,33.5,86.6,0.387,6.9,22.3,0.308,15.7,19.3,0.813,9.4,31.7,41.1,16.5,15.2,6.9,3.7,17.9,89.6,-22.2,Kobe Bryant,Roy Hibbert,Jordan Clarkson,Julius Randle,D'Angelo Russell,-0.9871752574341076,-2.185207510278377,-0.5301293554209427,-1.7505989315269703,-1.3670572186434686,-6.820168273303866,2015-16,17.772727272727273,17.123456790123456,22.025316455696203,31.716049382716047,28.0,6.388296940118146
-977-101150-201579-203903-1626204-,-2.432243762265834,885,2016,Los Angeles Lakers,220.65,18,38.7,88.1,0.439,6.5,21.0,0.309,12.5,17.7,0.709,8.9,32.0,40.9,20.6,13.6,7.4,3.8,21.0,96.4,-20.6,Kobe Bryant,Lou Williams,Roy Hibbert,Jordan Clarkson,Larry Nance Jr.,-0.9871752574341076,-1.3289299883155894,-2.185207510278377,-0.5301293554209427,1.014712254960685,-4.0167298564883325,2015-16,12.833333333333334,12.238805970149254,12.037037037037038,18.9873417721519,15.047619047619046,2.9165653073748965
-708-2419-201937-203952-1626157-,11.81882214358622,1057,2016,Minnesota Timberwolves,276.11833333333334,25,40.5,86.2,0.47,3.2,10.6,0.298,17.3,22.3,0.775,8.2,36.1,44.2,28.6,10.4,10.2,5.2,20.6,101.5,8.0,Kevin Garnett,Tayshaun Prince,Ricky Rubio,Andrew Wiggins,Karl-Anthony Towns,1.7677429650648515,-0.4105908079372891,1.25279176152067,0.4363104315416537,0.0785485191798881,3.1248028693697742,2015-16,21.44736842105263,9.03896103896104,39.93421052631579,14.061728395061728,23.463414634146346,11.77118871041184
-2207-101127-201152-201572-1626178-,5.037342555730745,919,2016,Brooklyn Nets,219.825,16,39.2,88.0,0.445,4.2,11.6,0.358,16.2,20.6,0.787,13.3,38.9,52.3,21.0,16.2,9.8,4.8,17.1,98.7,0.0,Joe Johnson,Jarrett Jack,Thaddeus Young,Brook Lopez,Rondae Hollis-Jefferson,1.6569272019884629,-0.8427261048324053,-0.209586982107852,1.3817565908942655,0.5806046148701846,2.566975320812656,2015-16,14.320987654320987,48.71875,19.383561643835616,12.246575342465754,11.241379310344827,15.710173651829695
-2207-101127-201152-201572-202711-,5.69146050454885,1166,2016,Brooklyn Nets,296.5183333333333,30,41.9,88.8,0.472,6.2,19.7,0.314,13.9,17.2,0.806,13.0,32.7,45.7,24.9,15.9,7.5,3.5,17.5,103.8,-4.2,Joe Johnson,Jarrett Jack,Thaddeus Young,Brook Lopez,Bojan Bogdanovic,1.6569272019884629,-0.8427261048324053,-0.209586982107852,1.3817565908942655,-0.9785329027640072,1.007837803178464,2015-16,15.728395061728394,51.4375,21.383561643835613,14.068493150684933,8.012658227848101,17.064249386064972
-202324-202330-202714-203497-203918-,16.92600199231671,967,2016,Utah Jazz,255.84,22,41.9,83.7,0.5,8.5,19.7,0.429,16.9,23.7,0.712,11.1,36.6,47.7,24.7,16.3,9.1,5.4,15.3,109.1,10.3,Derrick Favors,Gordon Hayward,Shelvin Mack,Rudy Gobert,Rodney Hood,0.6782741329031986,0.2333334249616267,0.8905309848619684,1.828621030134976,0.9137310665148064,4.544490639376576,2015-16,27.629032258064516,22.7875,24.576923076923073,27.08196721311475,19.911392405063292,3.1779953922725857
-201568-202702-203914-203999-1626144-,8.048250309039357,1148,2016,Denver Nuggets,289.98,21,40.0,91.2,0.438,6.6,18.9,0.351,18.4,22.8,0.806,15.0,33.0,48.0,25.7,13.9,9.9,2.9,17.9,104.9,-2.4,Danilo Gallinari,Kenneth Faried,Gary Harris,Nikola Jokic,Emmanuel Mudiay,0.709434024967008,-0.0405530613335753,-0.1546288063658862,2.1683148057696178,-0.4139944059839111,2.268572557053253,2015-16,18.92452830188679,18.0,12.75,19.7625,33.98529411764706,7.921829634495543
-101133-101145-201588-202331-202730-,9.286221900933413,1408,2016,Indiana Pacers,333.5416666666667,40,38.4,84.0,0.457,7.3,20.8,0.353,17.6,23.8,0.742,12.4,37.8,50.2,21.1,18.1,10.0,4.0,18.1,101.8,5.8,Ian Mahinmi,Monta Ellis,George Hill,Paul George,Lavoy Allen,0.7864543143992155,0.1466312649184659,0.5461176119341218,2.5394849630404304,1.0940776760262536,5.112765830318487,2015-16,26.16901408450704,31.814814814814817,36.66216216216216,26.901234567901234,15.784810126582279,7.7770964584251
-101133-101139-101145-201588-202331-,4.589843265659129,1447,2016,Indiana Pacers,333.63166666666666,35,36.4,79.9,0.456,10.0,28.8,0.346,17.3,22.3,0.776,6.1,27.4,33.5,18.8,16.1,11.2,3.9,20.2,100.1,-6.0,Ian Mahinmi,CJ Miles,Monta Ellis,George Hill,Paul George,0.7864543143992155,-0.933672457338733,0.1466312649184659,0.5461176119341218,2.5394849630404304,3.0850156969535005,2015-16,27.56338028169014,12.625,30.71604938271605,36.851351351351354,26.54320987654321,8.91524737833205
-977-101150-201579-203903-203944-,-6.432360537120864,805,2016,Los Angeles Lakers,198.38,33,34.5,83.9,0.411,6.6,17.6,0.375,19.1,22.7,0.839,9.0,34.5,43.5,15.9,15.2,4.9,4.4,23.7,94.6,-26.7,Kobe Bryant,Lou Williams,Roy Hibbert,Jordan Clarkson,Julius Randle,-0.9871752574341076,-1.3289299883155894,-2.185207510278377,-0.5301293554209427,-1.7505989315269703,-6.782041042975988,2015-16,15.40909090909091,12.82089552238806,13.530864197530866,22.772151898734176,19.148148148148145,4.171786622264477
-1717-2585-101109-101114-202083-,10.267630219537091,1055,2016,Dallas Mavericks,271.52166666666665,37,41.6,89.4,0.465,11.7,27.8,0.42,18.7,21.7,0.863,10.2,35.3,45.5,23.6,9.8,8.2,3.2,16.1,113.5,15.8,Dirk Nowitzki,Zaza Pachulia,Raymond Felton,Deron Williams,Wesley Matthews,2.047045749851517,-0.5341523179088687,-0.3613080914229138,-0.2635276146569995,1.3797755714969118,2.2678332973596467,2015-16,22.92,20.88157894736842,22.375,45.692307692307686,22.564102564102566,10.541434364620233
-2225-2561-200746-201980-202695-,6.551857814868986,806,2016,San Antonio Spurs,185.34833333333333,25,43.6,92.1,0.473,5.8,16.4,0.35,11.0,14.0,0.784,9.0,35.6,44.7,25.8,10.7,9.9,7.1,17.8,103.8,3.0,Tony Parker,David West,LaMarcus Aldridge,Danny Green,Kawhi Leonard,0.0320134101162385,0.7462502446435926,0.904573699463074,1.792305443587686,3.108886020210872,6.584028818021463,2015-16,33.55555555555556,8.871794871794872,24.486486486486484,20.20253164556962,19.111111111111114,8.955353687927337
-2449-200768-201942-201960-202685-,5.6582174137339285,1036,2016,Toronto Raptors,228.86666666666667,15,39.5,89.4,0.442,10.0,21.7,0.46,15.4,20.2,0.763,13.0,30.6,43.6,22.6,15.0,9.1,3.5,18.2,104.3,-0.9,Luis Scola,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,-1.5250609491216247,3.327023610301981,0.0014098659411128,0.3548079807315011,0.7883467182165498,2.94652722606952,2015-16,23.173333333333332,41.39473684210527,23.0,20.807692307692307,22.74576271186441,8.53355908499797
-202694-202699-202704-203083-203484-,8.666975740685604,2119,2016,Detroit Pistons,462.2816666666667,25,41.9,88.2,0.475,9.3,25.6,0.363,15.4,23.6,0.653,10.8,35.3,46.2,23.2,13.2,8.2,2.7,17.3,108.5,4.5,Marcus Morris Sr.,Tobias Harris,Reggie Jackson,Andre Drummond,Kentavious Caldwell-Pope,1.447570480907885,0.5030529979253325,0.5289008776307088,1.0799368135810707,1.936885554746941,5.496346724791938,2015-16,23.8875,13.146666666666667,35.54430379746836,15.506172839506172,14.644736842105262,9.368693044102587
