Group,APM,Group_Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum
-2738-101106-201939-202691-203110-,13.65266431,1006,2015,Golden State Warriors,181.215,50,42.1,85.5,0.493,14.3,33.3,0.429,17.8,20.8,0.855,12.5,31.8,44.4,26.1,12.8,12.5,5,20.6,116.3,25.1,Andre Iguodala,Andrew Bogut,Stephen Curry,Klay Thompson,Draymond Green,1.368695146,0.827234531,3.706578979,1.958645447,3.510333715,11.37148782
-201578-201939-202691-203084-203110-,19.50175049,875,2015,Golden State Warriors,200.9916667,36,45.1,90,0.501,12.7,28.6,0.444,13.4,16.1,0.831,10.2,31.7,42,29.7,12,10.7,6.3,17.2,116.3,17,Marreese Speights,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,-0.208929345,3.706578979,1.958645447,0.704318247,3.510333715,9.670947044
-2738-201939-202691-203084-203110-,23.35343177,854,2015,Golden State Warriors,102.335,37,34,72.9,0.467,10.5,29.6,0.356,25.9,33.2,0.78,9.3,35.2,44.5,17,13.8,8.1,4.5,19,104.5,17,Andre Iguodala,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,1.368695146,3.706578979,1.958645447,0.704318247,3.510333715,11.24857154
-1718-2403-101162-202322-203078-,10.98049882,2657,2015,Washington Wizards,596.695,40,42.1,85.6,0.492,7.3,18.7,0.393,14,19.4,0.724,9.3,35.4,44.7,27.2,14.6,8.7,3.5,19.4,105.5,5.3,Paul Pierce,Nene,Marcin Gortat,John Wall,Bradley Beal,-0.008266163,0.182353332,1.640829088,2.251186458,1.633254522,5.699357237
-201943-202328-202713-203083-203484-,11.87732312,1007,2015,Detroit Pistons,254.38,24,41.1,92.1,0.446,9.1,24.5,0.371,13.4,19.8,0.68,15.8,37.5,53.4,23.9,16.8,9.7,4.9,16.4,104.7,6.1,Brandon Jennings,Greg Monroe,Kyle Singler,Andre Drummond,Kentavious Caldwell-Pope,0.840393674,0.69027038,-0.711485302,-0.42116398,2.134431619,2.532446391
-2440-101108-200755-201599-201933-,15.80817884,5700,2015,LA Clippers,1217.495,60,45.1,88.7,0.508,11,26.2,0.422,17.9,26.1,0.687,11.4,35.2,46.6,31.2,12.4,8.2,6,17.8,119.1,18.4,Matt Barnes,Chris Paul,JJ Redick,DeAndre Jordan,Blake Griffin,2.30328783,2.764280188,1.87438245,2.379069997,0.685694369,10.00671483
-2037-101108-200755-201599-201933-,9.249072358,1213,2015,LA Clippers,245.385,44,37.9,77.7,0.489,9.5,22.7,0.417,29.2,36,0.813,9.1,31.6,40.7,24.3,12.1,7.9,7.3,20.4,114.6,10.1,Jamal Crawford,Chris Paul,JJ Redick,DeAndre Jordan,Blake Griffin,-0.526955099,2.764280188,1.87438245,2.379069997,0.685694369,7.176471904
-101161-200768-201942-202685-203082-,7.461689031,1670,2015,Toronto Raptors,390.06,32,42.1,86.7,0.486,8.5,19.9,0.429,15.5,19.6,0.789,9,36.4,45.5,22.9,14.6,6.3,5.3,20.3,108.3,2.8,Amir Johnson,Kyle Lowry,DeMar DeRozan,Jonas Valanciunas,Terrence Ross,0.77161188,1.738887777,0.290837324,-0.578851215,-0.339466383,1.883019384
-977-2430-201941-202325-202391-,1.535848078,1367,2015,Los Angeles Lakers,338.195,20,40.3,89.2,0.451,5.5,14.5,0.38,17,21.9,0.775,11.6,31,42.6,25.4,13.4,6.3,3.9,21.2,103.1,-16.4,Kobe Bryant,Carlos Boozer,Jordan Hill,Wesley Johnson,Jeremy Lin,-1.07281281,-1.280435701,-1.580673665,0.561027254,0.64574512,-2.727149803
-202324-202330-202683-202692-203504-,9.004179483,1222,2015,Utah Jazz,328.4683333,24,46.2,89.6,0.516,7.8,19.2,0.408,13.8,18.2,0.754,11.2,33,44.2,25,13.3,4.8,4.2,16.8,114.1,-0.2,Derrick Favors,Gordon Hayward,Enes Freedom,Alec Burks,Trey Burke,1.479314007,2.193830531,-0.428714426,-1.230062952,-0.645375482,1.36899168
-101138-202323-202340-203092-203935-,2.25360033,1368,2015,Boston Celtics,320.795,33,41.1,92.5,0.444,4.9,14,0.352,8.3,10.9,0.761,8.6,35.2,43.8,24.3,11.7,6.9,3.4,14.2,95.4,-8,Brandon Bass,Evan Turner,Avery Bradley,Tyler Zeller,Marcus Smart,-1.036541867,-0.322855895,0.552365974,-0.0269196,1.41364105,0.579689661
-2561-101139-201579-201588-203524-,10.35945201,1444,2015,Indiana Pacers,374.4183333,30,38.9,88.5,0.44,8.9,21.3,0.417,17.6,21.9,0.806,10,38,48,25.8,11.6,7.1,5.2,20.2,104.4,2.9,David West,CJ Miles,Roy Hibbert,George Hill,Solomon Hill,-0.038032224,1.986420099,0.116109272,2.150543006,-1.103806283,3.111233869
-2216-201144-201145-201188-201584-,9.787360151,1867,2015,Memphis Grizzlies,426.265,29,37.8,83.4,0.454,4.5,15.1,0.299,18.9,22.4,0.846,8.2,31.9,40.1,22.6,13.7,7.8,4.6,16.2,99,-1.3,Zach Randolph,Mike Conley,Jeff Green,Marc Gasol,Courtney Lee,2.609670792,1.423743754,-1.270726298,0.836980395,-0.215869667,3.383798977
-2216-2754-201144-201188-201584-,11.33899043,2073,2015,Memphis Grizzlies,460.445,43,41.3,82.2,0.503,5.3,11.5,0.462,21.7,26.5,0.821,9.4,30.4,39.8,22.8,15.2,10.5,5.2,18.3,109.7,6,Zach Randolph,Tony Allen,Mike Conley,Marc Gasol,Courtney Lee,2.609670792,2.708429963,1.423743754,0.836980395,-0.215869667,7.362955238
-201163-201167-201951-202702-203994-,8.602472124,1052,2015,Denver Nuggets,264.9866667,25,38.4,90.3,0.426,8.2,21.5,0.383,12.7,17,0.747,11.2,38.2,49.4,25.2,14.2,6.5,5.4,19.8,97.8,-2.6,Wilson Chandler,Arron Afflalo,Ty Lawson,Kenneth Faried,Jusuf Nurkic,-1.157656193,-0.31786065,1.093795069,0.768793191,1.407698252,1.794769668
-1717-2199-101145-200765-202718-,8.619336123,1854,2015,Dallas Mavericks,454.97,31,42,87.2,0.481,7.8,18.1,0.432,10.2,13.8,0.736,9.9,30.3,40.1,24.5,15.6,8,2.5,19.1,101.9,-2.5,Dirk Nowitzki,Tyson Chandler,Monta Ellis,Rajon Rondo,Chandler Parsons,0.969400099,1.045938623,1.363588901,-0.712828842,1.046896162,3.712994943
-101112-202696-202699-203095-203506-,4.395324644,817,2015,Orlando Magic,210.8416667,21,38.6,82.4,0.468,8.1,20,0.405,12.1,16.4,0.739,6.4,32.4,38.8,21,15.2,7.4,2.6,20.5,97.4,-9.5,Channing Frye,Nikola Vucevic,Tobias Harris,Evan Fournier,Victor Oladipo,-0.850910032,-0.839036561,-0.952900204,0.594446933,0.192449764,-1.855950098
-1718-2743-101162-202322-203078-,9.967867353,1221,2015,Washington Wizards,317.5483333,28,39.8,86.5,0.461,6.3,15.9,0.4,13.5,18.3,0.739,9.4,33.7,43,26.8,16.3,8.6,6.3,20.3,99.5,0.5,Paul Pierce,Kris Humphries,Marcin Gortat,John Wall,Bradley Beal,-0.008266163,-1.174615476,1.640829088,2.251186458,1.633254522,4.342388428
-2200-2399-201149-201565-202710-,13.20637605,1944,2015,Chicago Bulls,353.475,21,40.7,87,0.468,7.5,21,0.356,18.4,22.9,0.802,10.9,37.4,48.3,26.3,13.7,6.2,6.9,13.7,107.2,4.4,Pau Gasol,Mike Dunleavy,Joakim Noah,Derrick Rose,Jimmy Butler,0.482477665,2.273249915,-0.476648304,2.196498681,1.54175951,6.017337467
-201609-202339-202693-202694-203101-,11.12298906,938,2015,Phoenix Suns,237.47,26,44.4,85.6,0.519,8.2,16.9,0.488,11.4,13.3,0.857,7.8,32.6,40.4,24.1,17.5,9.1,5.7,20.7,108.5,4.9,Goran Dragic,Eric Bledsoe,Markieff Morris,Marcus Morris Sr.,Miles Plumlee,0.050193418,1.501131951,2.191384209,-0.531961737,0.010197071,3.220944912
-1890-2544-2760-201567-202681-,8.813756578,1000,2015,Cleveland Cavaliers,257.1633333,22,41.9,87.5,0.479,6.7,20.4,0.33,17.8,22.3,0.796,10.9,34,44.9,30.2,14.6,8.3,5.9,16.4,108.3,4,Shawn Marion,LeBron James,Anderson Varejao,Kevin Love,Kyrie Irving,-0.61829046,3.332600808,-1.153619342,1.101061704,1.895454467,4.557207177
-2037-2440-101108-201599-201933-,18.30700205,938,2015,LA Clippers,225.0516667,45,41.4,83.1,0.499,7.6,20.4,0.372,24.3,34.3,0.709,11.5,32.3,43.8,23,9.8,7.6,5,21,114.8,11.7,Jamal Crawford,Matt Barnes,Chris Paul,DeAndre Jordan,Blake Griffin,-0.526955099,2.30328783,2.764280188,2.379069997,0.685694369,7.605377284
-200752-201574-201954-202326-203463-,18.09249385,1713,2015,Sacramento Kings,427.4383333,30,42,86.2,0.487,6.9,16.8,0.414,18.1,22.9,0.788,10,37.3,47.2,21.8,14.5,8.9,4.2,19.8,109,16.4,Rudy Gay,Jason Thompson,Darren Collison,DeMarcus Cousins,Ben McLemore,-0.169119491,-0.804875851,1.408945042,2.019621242,1.639006987,4.093577929
-201163-201167-201951-202389-202702-,9.462893636,1638,2015,Denver Nuggets,415.7233333,29,41.9,89.1,0.47,7.4,19,0.39,17.7,24.2,0.733,14.3,33.8,48,23.6,16.3,6.1,4.4,21.1,109,1,Wilson Chandler,Arron Afflalo,Ty Lawson,Timofey Mozgov,Kenneth Faried,-1.157656193,-0.31786065,1.093795069,1.991990497,0.768793191,2.379061913
-201569-201600-201936-202347-203076-,10.2469242,1514,2015,New Orleans Pelicans,346.8366667,25,42.9,88.3,0.486,9.9,21.5,0.462,14.2,20.8,0.681,11.9,33.3,45.2,27.6,15.4,6.9,8.7,17.2,109.9,5.6,Eric Gordon,Omer Asik,Tyreke Evans,Quincy Pondexter,Anthony Davis,-0.020492986,-0.344909386,1.16441554,0.033566328,3.324835569,4.157415065
-977-101179-201941-202325-202334-,3.768408384,1053,2015,Los Angeles Lakers,268.6166667,19,38.5,89.3,0.432,8.1,23.5,0.344,13.9,18.2,0.763,10,31,41,25.9,14.8,9.8,5.1,18.2,99.1,-9,Kobe Bryant,Ronnie Price,Jordan Hill,Wesley Johnson,Ed Davis,-1.07281281,1.143832578,-1.580673665,0.561027254,-0.962602343,-1.911228986
-201600-201936-201950-202337-203076-,12.26825623,801,2015,New Orleans Pelicans,201.1766667,16,40.7,89.4,0.456,7.2,17,0.42,12.3,17.3,0.714,13.1,36.5,49.6,24.9,16.3,9.1,4.7,15.1,101,-1.2,Omer Asik,Tyreke Evans,Jrue Holiday,Luke Babbitt,Anthony Davis,-0.344909386,1.16441554,1.588101464,-1.415010831,3.324835569,4.317432356
-200751-201163-201568-201951-202702-,8.384219627,1049,2015,Denver Nuggets,266.91,16,42.3,87.4,0.484,13.6,31.7,0.428,17.9,22.3,0.803,7.1,32.6,39.7,25.5,12.6,9.7,3.1,19,116.1,8.8,Randy Foye,Wilson Chandler,Danilo Gallinari,Ty Lawson,Kenneth Faried,-0.977851485,-1.157656193,1.230798378,1.093795069,0.768793191,0.957878959
-200746-201167-201577-201587-203081-,3.068247418,1380,2015,Portland Trail Blazers,314.0083333,21,40.7,86.7,0.469,8.2,22.5,0.366,15.8,19.3,0.82,10.8,37.5,48.3,21.5,13.6,2.8,4.1,13.9,105.4,-5.7,LaMarcus Aldridge,Arron Afflalo,Robin Lopez,Nicolas Batum,Damian Lillard,1.967130878,-0.31786065,0.040451364,0.546277523,1.280171747,3.516170862
-1718-2403-101162-202066-202322-,11.41880441,938,2015,Washington Wizards,241.6516667,20,38,84.4,0.45,5.7,17.5,0.329,16.4,22.4,0.734,10.5,36.1,46.6,26.3,17.9,10.3,4.5,17.7,98.2,8.6,Paul Pierce,Nene,Marcin Gortat,Garrett Temple,John Wall,-0.008266163,0.182353332,1.640829088,-1.195450035,2.251186458,2.87065268
-202696-203095-203506-203901-203932-,4.989813927,919,2016,Orlando Magic,219.1466667,22,40.6,88.3,0.46,7.9,20.6,0.381,13.2,18.9,0.697,10.9,34,44.9,26.6,14.3,7.7,6.2,17.2,102.3,-5.1,Nikola Vucevic,Evan Fournier,Victor Oladipo,Elfrid Payton,Aaron Gordon,0.268820447,-1.047012434,1.66073423,0.284263851,-0.184127503,0.982678592
-101161-202340-202738-203096-203109-,8.345941877,2922,2016,Boston Celtics,723.0066667,60,41.5,92.5,0.448,10.4,28.5,0.366,13,16.6,0.786,11.5,33.6,45,28.2,12.6,8.8,4.4,19.4,106.4,1.4,Amir Johnson,Avery Bradley,Isaiah Thomas,Jared Sullinger,Jae Crowder,0.76796133,1.177150712,0.866502746,0.604186755,1.427555544,4.843357087
-2419-201937-203476-203952-1626157-,5.461112824,1014,2016,Minnesota Timberwolves,262.03,36,41.9,87.3,0.48,3.7,11.6,0.317,17.4,24.3,0.714,11.8,31.3,43.1,26.6,12.7,9.7,6,16.8,104.8,-2.7,Tayshaun Prince,Ricky Rubio,Gorgui Dieng,Andrew Wiggins,Karl-Anthony Towns,-0.410590808,1.252791762,1.78917072,0.436310432,0.078548519,3.146230625
-201937-203476-203897-203952-1626157-,9.268162264,2618,2016,Minnesota Timberwolves,647.885,46,41.4,80.9,0.512,7.5,18,0.416,21.7,25.5,0.852,9,31,40,27.7,15.6,9.5,5.6,17.4,112,1.9,Ricky Rubio,Gorgui Dieng,Zach LaVine,Andrew Wiggins,Karl-Anthony Towns,1.252791762,1.78917072,-1.662757686,0.436310432,0.078548519,1.894063747
-2544-2747-201567-202681-202684-,16.87807456,3157,2016,Cleveland Cavaliers,465.705,37,43.7,91.9,0.476,13.3,33.7,0.396,15.3,20.2,0.757,11.9,34.6,46.6,24.7,11.8,7.3,3.9,17.8,116.1,13.6,LeBron James,JR Smith,Kevin Love,Kyrie Irving,Tristan Thompson,4.953199247,0.57559453,2.156901182,-0.319079946,1.124378397,8.490993409
-2544-2747-201567-202389-202681-,5.263349073,1015,2016,Cleveland Cavaliers,250.9416667,28,39.6,85.7,0.462,9.9,31.4,0.316,10.3,14.3,0.722,9.5,34.8,44.3,24.7,17.5,5,5,15.3,99.4,-9.1,LeBron James,JR Smith,Kevin Love,Timofey Mozgov,Kyrie Irving,4.953199247,0.57559453,2.156901182,-2.427832579,-0.319079946,4.938782433
-201142-201566-201586-203460-203500-,14.97277375,4337,2016,Oklahoma City Thunder,815.7516667,59,44.9,88.5,0.507,6.9,20.7,0.334,17.5,22.6,0.777,12.9,38.8,51.6,27.8,15.2,7.8,7.6,16.6,114.3,17.7,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Steven Adams,3.051022826,2.876384098,1.621531487,0.382034298,1.188246648,9.119219358
-201142-201566-201586-203079-203500-,15.07240252,1791,2016,Oklahoma City Thunder,360.19,49,42,86.3,0.487,8.2,20.6,0.4,21.4,27.5,0.778,11.7,37.2,48.9,25.3,13.7,6.5,7.2,19.3,113.7,14.9,Kevin Durant,Russell Westbrook,Serge Ibaka,Dion Waiters,Steven Adams,3.051022826,2.876384098,1.621531487,-0.192695098,1.188246648,8.544489961
-2200-201565-202703-202710-203503-,4.676326,803,2016,Chicago Bulls,202.81,26,37.8,89.4,0.423,9.2,23.4,0.394,17.3,21.3,0.811,8.7,33.8,42.6,23.9,12.8,6.9,7.8,14.9,102.1,0.5,Pau Gasol,Derrick Rose,Nikola Mirotic,Jimmy Butler,Tony Snell,1.124303045,-0.898042571,0.62878392,1.006505337,2.290360085,4.151909816
-202324-202330-203497-203526-203918-,10.14577058,1143,2016,Utah Jazz,305.37,29,41.2,84.6,0.487,6.7,18.8,0.355,17.6,22.7,0.774,10.9,35.2,46.2,21.2,17.3,8.2,5.5,18.8,106.7,8.7,Derrick Favors,Gordon Hayward,Rudy Gobert,Raul Neto,Rodney Hood,0.678274133,0.233333425,1.82862103,0.584051152,0.913731067,4.238010807
-101106-201939-202691-203084-203110-,13.89465498,2801,2016,Golden State Warriors,552.1483333,49,42.4,87.6,0.485,14.2,36.9,0.385,9.7,12.1,0.797,8.8,38.9,47.7,30.1,15.3,7.5,5.8,16.3,108.7,13.2,Andrew Bogut,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,0.029709838,3.259259354,1.28126207,-0.292241166,5.450698271,9.728688368
-101106-201575-201939-202691-203110-,15.53089587,1091,2016,Golden State Warriors,253.605,31,42.8,83.3,0.514,15.8,36.5,0.433,10.7,14.9,0.72,6.2,38.1,44.3,30.3,16.7,6.7,8,17.2,112.2,14.7,Andrew Bogut,Brandon Rush,Stephen Curry,Klay Thompson,Draymond Green,0.029709838,-2.30433287,3.259259354,1.28126207,5.450698271,7.716596664
-2730-2772-201147-201935-201976-,5.349287492,839,2016,Houston Rockets,201.2083333,41,35.7,79,0.452,11.9,32.9,0.362,19.3,29.8,0.648,10,30,40,21.7,15.5,9.8,3.1,27.4,102.6,-12.1,Dwight Howard,Trevor Ariza,Corey Brewer,James Harden,Patrick Beverley,0.479211753,0.124547386,-0.423647296,1.772342597,1.364965999,3.317420437
-101108-200755-201599-201601-201933-,16.04903261,1325,2016,LA Clippers,273.4416667,18,44.6,87.7,0.508,8.5,19.9,0.427,13,21.6,0.605,11.1,38.2,49.3,29.9,13.4,8.7,2.4,13.8,110.7,17.8,Chris Paul,JJ Redick,DeAndre Jordan,Luc Mbah a Moute,Blake Griffin,3.233363085,1.906217503,1.712328974,0.684697598,0.230551176,7.767158336
-2547-2548-2736-201609-202355-,6.689886668,1289,2016,Miami Heat,339.4416667,28,40.1,85.9,0.467,6.3,18.1,0.347,13,18.4,0.708,10,36.9,46.9,23,15.2,7,9.8,14.5,99.5,-1.2,Chris Bosh,Dwyane Wade,Luol Deng,Goran Dragic,Hassan Whiteside,-0.030131315,-0.572320484,0.579213561,1.918579053,0.92214868,2.817489495
-202329-203081-203468-203486-203943-,6.464831062,2414,2016,Portland Trail Blazers,610.6466667,52,41.1,91.7,0.448,12.5,29.5,0.422,12.8,16.4,0.78,12.4,34.3,46.6,22.7,14.8,6.6,4.5,18.9,107.4,-0.7,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Mason Plumlee,Noah Vonleh,1.055606368,0.990903903,1.798145024,0.530410777,-1.232867084,3.142198987
-2594-200794-201143-201952-203145-,9.901685566,4162,2016,Atlanta Hawks,891.76,70,39.8,85.8,0.464,10.6,29.8,0.355,14.1,16.8,0.839,7.8,34.2,42,28.2,14.5,8.3,6.4,16.8,104.3,5.6,Kyle Korver,Paul Millsap,Al Horford,Jeff Teague,Kent Bazemore,2.549280139,1.636444884,0.707896799,-0.658456605,-0.52966366,3.705501557
-2738-101106-201939-202691-203110-,18.84489681,945,2016,Golden State Warriors,156.29,46,42.4,78.4,0.541,18.9,37.5,0.504,16.2,22.9,0.707,7.9,36.6,44.5,30.5,16.2,7.3,8.2,19.2,119.8,29.9,Andre Iguodala,Andrew Bogut,Stephen Curry,Klay Thompson,Draymond Green,1.018985748,0.029709838,3.259259354,1.28126207,5.450698271,11.03991528
-2738-201939-202691-203084-203110-,23.85393332,1228,2016,Golden State Warriors,172.1016667,37,45.6,76.4,0.597,19.3,36.1,0.535,24.6,31.1,0.79,8.5,34.8,43.4,30.1,13.5,10,5.5,18.3,135.1,41.9,Andre Iguodala,Stephen Curry,Klay Thompson,Harrison Barnes,Draymond Green,1.018985748,3.259259354,1.28126207,-0.292241166,5.450698271,10.71796428
-2594-200757-200794-201143-201952-,12.47936366,958,2016,Atlanta Hawks,235.1116667,45,39.3,84.2,0.466,8.9,24.5,0.364,13,17.2,0.753,9.5,35.4,44.9,24.5,15,8.5,6.1,16.4,100.4,6.7,Kyle Korver,Thabo Sefolosha,Paul Millsap,Al Horford,Jeff Teague,2.549280139,0.153363375,1.636444884,0.707896799,-0.658456605,4.388528592
-201942-202335-202687-202709-203082-,9.473606807,970,2016,Toronto Raptors,217.7016667,54,34.7,81.3,0.426,6.7,21.1,0.316,25.8,32,0.806,9.3,36.7,46,15.8,11.1,7.3,5.3,18.2,101.8,12.7,DeMar DeRozan,Patrick Patterson,Bismack Biyombo,Cory Joseph,Terrence Ross,0.001409866,2.076035435,-0.122181971,0.24546213,-0.288594956,1.912130503
-201573-202328-203114-203507-203953-,5.535814489,1119,2016,Milwaukee Bucks,289.1366667,27,42.8,85.8,0.499,6,14.2,0.42,18.8,24.7,0.759,7.5,30,37.5,27.4,10.5,9.8,4.9,19.6,110.4,-1.6,Jerryd Bayless,Greg Monroe,Khris Middleton,Giannis Antetokounmpo,Jabari Parker,-1.519292108,0.019926408,2.386426077,0.425879759,-0.904608343,0.408331794
-101162-202322-202693-203078-203490-,12.28767856,819,2016,Washington Wizards,197.4283333,18,42.3,89.1,0.474,11.1,26.1,0.426,13,15.7,0.831,9.7,38.4,48.1,28.5,15,8.2,3.9,17.4,108.7,7.5,Marcin Gortat,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,0.712265587,1.264800362,0.681716997,-0.80788538,0.808388666,2.659286233
-101162-201162-202322-203078-203490-,10.29206572,943,2016,Washington Wizards,230.4466667,30,42.7,87.8,0.486,10.6,30,0.354,14.5,19.2,0.755,9.2,32,41.2,29,15.1,9,4.1,15.9,110.4,11.8,Marcin Gortat,Jared Dudley,John Wall,Bradley Beal,Otto Porter Jr.,0.712265587,0.744277221,1.264800362,-0.80788538,0.808388666,2.721846457
-101162-201162-202066-202322-203490-,6.350065312,1252,2016,Washington Wizards,311.6616667,39,41.4,89.7,0.462,9.4,27,0.349,9.6,13.9,0.685,9.1,33.9,42.9,29.8,13.2,8.3,4.1,16.3,101.7,-2.7,Marcin Gortat,Jared Dudley,Garrett Temple,John Wall,Otto Porter Jr.,0.712265587,0.744277221,0.347176437,1.264800362,0.808388666,3.876908273
-2730-2772-201935-201976-202700-,13.04744297,1408,2016,Houston Rockets,295.5116667,33,41.3,84.1,0.491,12.5,31.8,0.392,16.7,22,0.761,10.3,33.1,43.4,27.2,15.7,10.8,5.4,18,111.8,10.8,Dwight Howard,Trevor Ariza,James Harden,Patrick Beverley,Donatas Motiejunas,0.479211753,0.124547386,1.772342597,1.364965999,0.186718906,3.92778664
-101133-101145-201588-202331-1626167-,9.548027423,2066,2016,Indiana Pacers,452.4966667,25,37.3,83.9,0.445,7.3,21.2,0.345,17.9,22,0.816,7.4,36.4,43.8,21.5,13.4,9.5,5.1,17.3,99.9,3.5,Ian Mahinmi,Monta Ellis,George Hill,Paul George,Myles Turner,0.786454314,0.146631265,0.546117612,2.539484963,-0.867323486,3.151364668
-101107-201584-201587-202689-203469-,10.73013123,1768,2016,Charlotte Hornets,406.5683333,23,41.8,88.1,0.474,13.7,33.9,0.405,17.6,21.1,0.833,8.5,35.5,44,26.6,11.5,8.6,6.2,14.8,114.9,10.4,Marvin Williams,Courtney Lee,Nicolas Batum,Kemba Walker,Cody Zeller,0.912640876,0.604638063,0.496077627,1.387657359,1.664445189,5.065459114
-202328-203114-203487-203507-203953-,6.210868087,2103,2016,Milwaukee Bucks,539.4883333,41,42.2,86.4,0.489,3.3,9.4,0.356,17.2,23.2,0.741,11.5,31.6,43.1,24.1,14.3,9.3,5.2,18.1,105,-6.4,Greg Monroe,Khris Middleton,Michael Carter-Williams,Giannis Antetokounmpo,Jabari Parker,0.019926408,2.386426077,-0.506979656,0.425879759,-0.904608343,1.420644245
-1717-2585-101114-202083-202718-,9.699803626,1561,2016,Dallas Mavericks,418.7616667,40,37,86.2,0.429,10.5,29.1,0.363,16.1,20.2,0.796,9.1,36.6,45.7,24.7,13.8,7.5,3.5,15.5,100.6,1.5,Dirk Nowitzki,Zaza Pachulia,Deron Williams,Wesley Matthews,Chandler Parsons,2.04704575,-0.534152318,-0.263527615,1.379775571,0.868934798,3.498076187
-1718-101108-200755-201599-201601-,12.40617464,1459,2016,LA Clippers,375.0983333,30,40.7,87.8,0.463,13.7,34.1,0.402,14.5,20.9,0.692,9.4,39.2,48.6,27.4,12.5,6.4,5.1,17.7,109.5,10.6,Paul Pierce,Chris Paul,JJ Redick,DeAndre Jordan,Luc Mbah a Moute,-0.974573065,3.233363085,1.906217503,1.712328974,0.684697598,6.562034095
-101112-202696-202699-203095-203901-,9.036112851,1283,2016,Orlando Magic,334.3966667,26,43.3,90.3,0.48,9.5,22.6,0.422,11.4,15.1,0.755,10,33.8,43.8,27.8,13.7,12,3.7,17.4,107.5,7.2,Channing Frye,Nikola Vucevic,Tobias Harris,Evan Fournier,Elfrid Payton,2.205018046,0.268820447,0.503052998,-1.047012434,0.284263851,2.214142909
-2207-201152-201572-201961-202388-,7.328525077,1590,2016,Brooklyn Nets,408.415,26,41.7,84.5,0.493,7.9,18.5,0.427,16.6,20.1,0.822,7.3,35.4,42.6,25,13.5,6.1,2.5,12.6,107.8,3.3,Joe Johnson,Thaddeus Young,Brook Lopez,Wayne Ellington,Donald Sloan,1.656927202,-0.209586982,1.381756591,-2.361281903,0.450502321,0.918317229
-2200-201565-201959-202710-203503-,10.38214779,800,2016,Chicago Bulls,219.7483333,22,37.3,88.9,0.42,3.5,15.9,0.217,15.4,18.4,0.838,9.4,42.9,52.3,19.4,12.7,6.9,7.1,14.3,93.5,0.2,Pau Gasol,Derrick Rose,Taj Gibson,Jimmy Butler,Tony Snell,1.124303045,-0.898042571,-0.105943821,1.006505337,2.290360085,3.417182076
-2546-101181-201167-201577-204001-,5.738842251,2840,2016,New York Knicks,734.675,50,41.2,90.2,0.457,8,21.3,0.378,13.1,15.9,0.822,11.9,37.6,49.5,20.7,14.6,4.6,6.9,16.8,103.6,-2.2,Carmelo Anthony,Jose Calderon,Arron Afflalo,Robin Lopez,Kristaps Porzingis,0.867872053,-0.338782049,-0.194514337,-0.114411624,1.520746624,1.740910667
-101141-202694-202704-203083-203484-,9.370471861,3547,2016,Detroit Pistons,914.8033333,48,40.9,92.2,0.443,8.5,24,0.352,15.1,23.9,0.632,15.2,33.3,48.5,19.7,13.6,8.1,3.3,16.8,105.2,3.9,Ersan Ilyasova,Marcus Morris Sr.,Reggie Jackson,Andre Drummond,Kentavious Caldwell-Pope,-2.321284043,1.447570481,0.528900878,1.079936814,1.936885555,2.672009684
-1495-2225-200746-201980-202695-,13.15640365,3198,2016,San Antonio Spurs,698.0966667,47,41.8,90.5,0.462,5.8,16.5,0.352,14.9,18.4,0.813,11.4,38.9,50.4,25.6,12.6,7.9,6.9,15.7,104.4,9.5,Tim Duncan,Tony Parker,LaMarcus Aldridge,Danny Green,Kawhi Leonard,2.528420761,0.03201341,0.904573699,1.792305444,3.10888602,8.366199334
-977-201579-203903-203944-1626156-,-4.474902689,2341,2016,Los Angeles Lakers,571.8866667,51,33.5,86.6,0.387,6.9,22.3,0.308,15.7,19.3,0.813,9.4,31.7,41.1,16.5,15.2,6.9,3.7,17.9,89.6,-22.2,Kobe Bryant,Roy Hibbert,Jordan Clarkson,Julius Randle,D'Angelo Russell,-0.987175257,-2.18520751,-0.530129355,-1.750598932,-1.367057219,-6.820168273
-977-101150-201579-203903-1626204-,-2.432243762,885,2016,Los Angeles Lakers,220.65,18,38.7,88.1,0.439,6.5,21,0.309,12.5,17.7,0.709,8.9,32,40.9,20.6,13.6,7.4,3.8,21,96.4,-20.6,Kobe Bryant,Lou Williams,Roy Hibbert,Jordan Clarkson,Larry Nance Jr.,-0.987175257,-1.328929988,-2.18520751,-0.530129355,1.014712255,-4.016729856
