Group,APM,Group_Appearances,year,team,MIN,GP,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,PLUS_MINUS,player_1,player_2,player_3,player_4,player_5,player_1_rapm,player_2_rapm,player_3_rapm,player_4_rapm,player_5_rapm,player_rapm_sum
-200768-201942-201960-202685-1627783-,2.519750682,1418,2017,Toronto Raptors,364.55,31,41.7,88,0.474,7.1,18.1,0.389,15.1,17.6,0.858,11.9,30.3,42.2,20.4,15.1,8.6,4.4,19,105.5,-12.3,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Jonas Valanciunas,Pascal Siakam,3.050776238,0.467909021,0.516050834,-0.231304748,-1.224860224,2.578571121
-2754-201144-201188-202718-203210-,5.46418234,1092,2017,Memphis Grizzlies,281.6266667,25,39.1,84.4,0.464,8.4,25.1,0.336,13.5,15.6,0.862,7.9,32.5,40.4,24.2,14.2,10.2,2.9,21.4,100.2,-5.6,Tony Allen,Mike Conley,Marc Gasol,Chandler Parsons,JaMychal Green,1.165193785,2.283957177,0.314354648,-1.294497418,0.418006776,2.887014967
-2199-200782-202339-1626164-1627737-,2.262133579,1127,2017,Phoenix Suns,283.76,32,39.2,89.1,0.441,9.7,27.3,0.357,16.3,21.7,0.752,13.7,30.9,44.6,19.4,16.7,9,3.5,21.9,104.5,-5.9,Tyson Chandler,P.J. Tucker,Eric Bledsoe,Devin Booker,Marquese Chriss,0.042053723,0.749569435,0.88652119,1.492193488,-2.225821,0.944516837
-2772-101108-200782-201935-203991-,14.23001527,1833,2018,Houston Rockets,267.15,21,38.3,87.4,0.439,13.9,39.3,0.354,18.2,25.2,0.724,12.8,32.1,44.9,22.7,15.8,10,4.9,18.6,108.8,3.2,Trevor Ariza,Chris Paul,P.J. Tucker,James Harden,Clint Capela,0.32007129,3.243676043,2.159826389,2.446658505,0.252293084,8.422525311
-2772-200782-201569-201935-203991-,14.13418002,1028,2018,Houston Rockets,160.3033333,30,35.5,85.2,0.417,11.1,40.4,0.276,25,33.1,0.755,12.3,31.6,44,21.4,14.2,8.7,4.8,16.6,107.2,5.4,Trevor Ariza,P.J. Tucker,Eric Gordon,James Harden,Clint Capela,0.32007129,2.159826389,2.562011927,2.446658505,0.252293084,7.740861195
-200765-201950-202703-202734-203076-,15.13452878,1627,2018,New Orleans Pelicans,204.0716667,21,44.1,87.6,0.504,11.5,25.9,0.444,14.9,20.6,0.72,9.3,34.4,43.7,26.6,13.1,9.1,8,17.7,114.6,19.3,Rajon Rondo,Jrue Holiday,Nikola Mirotic,E'Twaun Moore,Anthony Davis,-1.288322467,2.434907148,1.990401705,0.39850171,2.340983986,5.876472082
-200765-201950-202326-202734-203076-,7.436465728,1677,2018,New Orleans Pelicans,408.165,28,42.8,86.9,0.493,8.8,25.1,0.352,13.2,16,0.827,8.4,32.3,40.6,28.8,16,7.7,5.9,14.2,107.7,-0.1,Rajon Rondo,Jrue Holiday,DeMarcus Cousins,E'Twaun Moore,Anthony Davis,-1.288322467,2.434907148,0.008589351,0.39850171,2.340983986,3.894659728
-201577-203200-1627739-1627756-1628374-,5.837932518,2053,2018,Chicago Bulls,504.2333333,33,40,88.5,0.452,10.9,28.8,0.378,9.6,11.9,0.803,8.5,36.2,44.8,24.9,14,7.5,4.8,16,100.5,-5.9,Robin Lopez,Justin Holiday,Kris Dunn,Denzel Valentine,Lauri Markkanen,-0.094193666,1.882099006,-1.297664451,-0.371402062,-1.404339369,-1.285500542
-2772-201569-201583-201935-203991-,20.95640754,898,2018,Houston Rockets,217.2766667,25,41.7,86.3,0.483,17.4,45.9,0.38,20.3,24.7,0.821,11,36.9,47.9,26.5,13.7,5.5,4.6,16.1,121.2,22.3,Trevor Ariza,Eric Gordon,Ryan Anderson,James Harden,Clint Capela,0.32007129,2.562011927,-0.767467556,2.446658505,0.252293084,4.81356725
-201152-201954-202711-203506-1627734-,9.777330972,1562,2018,Indiana Pacers,365.8966667,33,42.3,86,0.492,8.7,23.7,0.367,16.3,20.2,0.81,7.6,32.9,40.6,22.8,13.3,9.7,2.8,15.7,109.6,9.5,Thaddeus Young,Darren Collison,Bojan Bogdanovic,Victor Oladipo,Domantas Sabonis,1.213512597,0.325093337,-0.595126498,3.218368325,0.459262218,4.62110998
-101162-202322-203078-203490-1626162-,14.46283632,873,2018,Washington Wizards,203.9433333,24,38.2,83,0.46,11.1,27.4,0.405,23.1,29.4,0.785,9.3,34.2,43.4,23.8,13.8,10.2,5.4,18.1,110.6,15.6,Marcin Gortat,John Wall,Bradley Beal,Otto Porter Jr.,Kelly Oubre Jr.,0.25408163,1.187419446,0.474860689,3.323179004,-1.168892963,4.070647807
-202339-203089-203114-203503-203507-,9.835193888,2536,2018,Milwaukee Bucks,605.5,45,42,81.4,0.516,8.8,20.9,0.421,18,23.4,0.77,6.1,34.6,40.7,24.7,14,8.6,6.6,19.8,110.8,5.9,Eric Bledsoe,John Henson,Khris Middleton,Tony Snell,Giannis Antetokounmpo,0.95029109,1.138290429,0.843707824,-1.000821267,2.283929141,4.215397217
-201952-201959-202357-203952-1626157-,12.16240791,1579,2018,Minnesota Timberwolves,381.55,23,43.4,90.3,0.481,7.2,21.1,0.341,17.7,22.2,0.795,11.6,37.5,49.1,22.9,13,6.7,3.7,16,111.7,6.7,Jeff Teague,Taj Gibson,Nemanja Bjelica,Andrew Wiggins,Karl-Anthony Towns,-0.271690967,0.26650345,0.676449572,-0.051084666,2.122934733,2.743112121
-201960-203092-203459-203915-1626178-,9.971759044,1243,2018,Brooklyn Nets,315.2316667,28,41.5,93.6,0.443,13.7,37.5,0.366,13.4,15.9,0.84,10.8,39.9,50.7,27.3,12.8,5.1,4.5,17.2,110,8.1,DeMarre Carroll,Tyler Zeller,Allen Crabbe,Spencer Dinwiddie,Rondae Hollis-Jefferson,0.955806235,-0.238913739,0.384845914,0.490205477,-0.259585211,1.332358676
-101127-201584-202498-202683-204001-,5.735335351,1218,2018,New York Knicks,304.355,24,44.1,89.4,0.494,6.9,15.5,0.442,12.6,14.9,0.846,10.3,35,45.3,23.5,14.7,5.2,5.6,19.1,107.7,-5.7,Jarrett Jack,Courtney Lee,Lance Thomas,Enes Freedom,Kristaps Porzingis,1.352171049,-1.524362036,-1.032120098,-0.751271266,1.8251597,-0.130422652
-200768-201586-201942-202685-1626181-,7.500458736,1121,2018,Toronto Raptors,271.6083333,35,38.6,82.4,0.468,11.7,33.2,0.351,17,22.3,0.766,7.8,33.4,41.2,24.2,14.4,5.2,3.7,21.4,105.9,-4,Kyle Lowry,Serge Ibaka,DeMar DeRozan,Jonas Valanciunas,Norman Powell,1.719705853,1.367548472,0.812313578,0.125364952,-1.676517317,2.348415538
-101139-1626153-1627751-1627783-1627832-,15.57658354,1407,2018,Toronto Raptors,339.645,37,45.3,90,0.503,14.9,36.3,0.41,12.5,15,0.832,9.4,33.1,42.5,31.1,14.3,9.2,7.7,23.9,118,17.8,CJ Miles,Delon Wright,Jakob Poeltl,Pascal Siakam,Fred VanVleet,-0.506098411,0.65348643,0.303054744,1.670991226,2.214678864,4.336112854
-201937-202324-203497-204060-1628378-,12.37925429,2151,2018,Utah Jazz,455.5183333,46,42.6,86.6,0.491,10.8,28.8,0.375,12.9,17.5,0.738,9.2,36.7,45.9,26.7,15.6,8.7,5.3,16.4,108.9,11.9,Ricky Rubio,Derrick Favors,Rudy Gobert,Joe Ingles,Donovan Mitchell,1.186531057,0.615956637,1.616209481,1.223272602,1.520762873,6.162732649
-201937-203109-203497-204060-1628378-,26.01529783,831,2018,Utah Jazz,194.2883333,20,38,82,0.463,11.8,33.9,0.348,27.2,34.6,0.785,10.1,35.6,45.7,24,13,9.4,5.8,21.9,114.9,30.3,Ricky Rubio,Jae Crowder,Rudy Gobert,Joe Ingles,Donovan Mitchell,1.186531057,-1.186636419,1.616209481,1.223272602,1.520762873,4.360139593
-2730-101107-201587-202689-203077-,7.02293788,4476,2018,Charlotte Hornets,1086.101667,56,40.2,86.1,0.467,9.1,24.8,0.366,19.3,26.6,0.724,10.6,36.5,47,22.1,13.3,7,5.6,14.6,108.7,2.4,Dwight Howard,Marvin Williams,Nicolas Batum,Kemba Walker,Michael Kidd-Gilchrist,-0.041630848,0.184124243,-0.495213708,2.337327458,0.523225357,2.507832501
-2738-201142-201939-202691-203110-,20.82567478,1094,2018,Golden State Warriors,127.0883333,28,39.3,79.2,0.496,15.8,39.6,0.398,24.2,28.5,0.847,7.4,27.9,35.2,25.8,10.4,6.4,6.7,19.1,118.5,7.4,Andre Iguodala,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,1.681823946,1.339072625,3.461249919,1.514998728,1.806686716,9.803831933
-2585-201142-201939-202691-203110-,14.97612262,1755,2018,Golden State Warriors,414.3416667,36,45.7,84.8,0.54,14,31.7,0.442,12.9,14.9,0.865,8.6,33.9,42.5,34.7,17,7.8,5.6,16.3,118.3,8.4,Zaza Pachulia,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,0.522902411,1.339072625,3.461249919,1.514998728,1.806686716,8.644910398
-201152-202709-202711-203506-1626167-,13.18021365,1337,2018,Indiana Pacers,330.3683333,37,39.8,86.8,0.459,10,26.6,0.376,17.6,21.7,0.811,11,36.9,47.9,19.8,13.5,10.3,5.1,16.3,107.2,11.6,Thaddeus Young,Cory Joseph,Bojan Bogdanovic,Victor Oladipo,Myles Turner,1.213512597,-0.216399363,-0.595126498,3.218368325,0.258334393,3.878689454
-201572-203484-1627742-1628366-1628398-,4.674411237,969,2018,Los Angeles Lakers,225.1783333,19,40.1,89.1,0.45,10.1,30.4,0.333,11.7,18,0.652,10.3,36.2,46.6,22.7,15,6.9,6.9,17,102,-0.6,Brook Lopez,Kentavious Caldwell-Pope,Brandon Ingram,Lonzo Ball,Kyle Kuzma,-0.807099662,1.060461066,-0.443793957,0.768965291,-0.051930926,0.526601811
-201933-202397-203083-203493-1626169-,8.417349379,1092,2018,Detroit Pistons,258.0866667,21,38.6,84.4,0.457,8.1,23.7,0.341,17.2,21.9,0.787,9.3,40.2,49.6,21.5,14.4,7.7,5.2,17.2,102.5,7.4,Blake Griffin,Ish Smith,Andre Drummond,Reggie Bullock,Stanley Johnson,1.46506986,0.78771681,-0.359187954,0.303788784,-0.282236531,1.915150969
-101141-203101-203145-203471-1627752-,3.318457598,1449,2018,Atlanta Hawks,352.0833333,33,38.7,84.8,0.456,10,28.4,0.351,12.7,16.5,0.769,10.1,33.1,43.2,24.5,17.8,7.4,5.2,16.4,100,-7.1,Ersan Ilyasova,Miles Plumlee,Kent Bazemore,Dennis Schroder,Taurean Prince,1.584210333,-1.453857438,0.52122718,-0.439117696,-1.262563714,-1.050101335
-201952-201959-202710-203952-1626157-,11.93610333,4696,2018,Minnesota Timberwolves,1131.44,48,43.3,88.4,0.49,8,21.3,0.378,18.8,23.9,0.786,11.1,33.1,44.2,24.2,12.8,9.8,4.8,17.2,113.4,7.4,Jeff Teague,Taj Gibson,Jimmy Butler,Andrew Wiggins,Karl-Anthony Towns,-0.271690967,0.26650345,3.009659568,-0.051084666,2.122934733,5.076322117
-101162-202693-203078-203107-203490-,12.63226221,2025,2018,Washington Wizards,526.1066667,36,45.4,88.5,0.514,9.8,23.9,0.41,13.4,16.2,0.828,10.2,35.8,45.9,31.2,15.1,7.5,4.7,16.8,114.1,8.9,Marcin Gortat,Markieff Morris,Bradley Beal,Tomas Satoransky,Otto Porter Jr.,0.25408163,-1.053488401,0.474860689,0.697200641,3.323179004,3.695833564
-200768-201586-201942-202685-1628384-,13.43523269,3859,2018,Toronto Raptors,801.4966667,54,42.4,87.1,0.487,12.2,31.3,0.388,16,19.8,0.812,9.6,37.8,47.5,25.6,14,6.3,5.3,19.5,113,10,Kyle Lowry,Serge Ibaka,DeMar DeRozan,Jonas Valanciunas,O.G. Anunoby,1.719705853,1.367548472,0.812313578,0.125364952,1.297182763,5.322115618
-101162-202322-202693-203078-203490-,9.599948812,2224,2018,Washington Wizards,484.1216667,30,42.8,87.4,0.49,11.2,26.3,0.427,14.2,17.4,0.82,9.1,34.4,43.5,26.2,14.8,8.3,4.3,17.6,111.1,6.8,Marcin Gortat,John Wall,Markieff Morris,Bradley Beal,Otto Porter Jr.,0.25408163,1.187419446,-1.053488401,0.474860689,3.323179004,4.186052369
-1717-202083-203084-1628372-1628467-,0.181184052,1082,2018,Dallas Mavericks,271.1616667,29,38.5,89,0.433,11,31.1,0.355,9.8,12,0.815,6.8,35.4,42.2,23.2,12,4.6,4.2,14.9,97.8,-17.1,Dirk Nowitzki,Wesley Matthews,Harrison Barnes,Dennis Smith Jr.,Maxi Kleber,-0.04942605,-1.757695256,-0.345218153,-1.062925018,0.19882098,-3.016443497
-1717-2734-200826-203939-1627812-,12.67392365,921,2018,Dallas Mavericks,230.7483333,34,41.5,82.6,0.503,10.9,29.6,0.369,18.2,22,0.829,5,37.5,42.6,29.1,11.7,6.5,1.7,17,112.2,22.6,Dirk Nowitzki,Devin Harris,J.J. Barea,Dwight Powell,Yogi Ferrell,-0.04942605,1.002620122,0.353066441,1.069479064,1.838577247,4.214316824
-201152-201954-202711-203506-1626167-,10.23665409,3253,2018,Indiana Pacers,696.175,44,41.8,85.4,0.489,11.6,26.6,0.438,13.7,17.6,0.78,7.5,31.5,39,25.3,13.5,10,6,16.5,108.9,2.5,Thaddeus Young,Darren Collison,Bojan Bogdanovic,Victor Oladipo,Myles Turner,1.213512597,0.325093337,-0.595126498,3.218368325,0.258334393,4.420182155
-202340-202699-202704-203083-1626169-,5.176559087,1570,2018,Detroit Pistons,396.6066667,24,39.8,85.8,0.464,11.8,28.9,0.407,15.2,19.8,0.766,10,30.5,40.5,24.3,15.5,8.3,2.3,17.8,106.6,-8.1,Avery Bradley,Tobias Harris,Reggie Jackson,Andre Drummond,Stanley Johnson,-0.174671331,0.297363205,1.164211305,-0.359187954,-0.282236531,0.645478695
-2544-2747-101181-201567-203109-,10.75081976,1401,2018,Cleveland Cavaliers,354.0466667,22,41.5,84.3,0.493,16,38,0.421,14.3,17,0.843,6.7,34.8,41.5,27.6,13.3,8.7,3.2,13.9,113.3,7.6,LeBron James,JR Smith,Jose Calderon,Kevin Love,Jae Crowder,1.621851751,-0.655636872,0.586355192,1.113087479,-1.186636419,1.479021131
-201143-202681-203382-1627759-1628369-,16.79506342,1396,2018,Boston Celtics,354.2,36,45,88.7,0.507,11.6,25.5,0.456,10.2,13.2,0.774,7.7,39.7,47.4,25.1,13.3,6.7,6.2,18.4,111.8,11.9,Al Horford,Kyrie Irving,Aron Baynes,Jaylen Brown,Jayson Tatum,1.927678997,0.276002232,0.709520835,1.636255283,2.316974487,6.866431833
-200794-201163-203914-203999-1627750-,12.57939061,1406,2018,Denver Nuggets,345.6833333,23,43.8,88.1,0.498,12,30.5,0.394,14.1,16.9,0.835,9.8,33.8,43.6,27.7,13.3,9.5,4.2,15.5,113.9,8.3,Paul Millsap,Wilson Chandler,Gary Harris,Nikola Jokic,Jamal Murray,0.665730277,-0.265867525,0.718457726,2.583668425,0.859268585,4.561257488
-2546-201147-201566-202331-203500-,8.190649093,1815,2018,Oklahoma City Thunder,344.2816667,16,39.4,87.6,0.45,10.8,28.5,0.38,19.8,29,0.682,14.3,32.3,46.6,22.1,14.7,9.8,3.1,18.2,109.4,2.1,Carmelo Anthony,Corey Brewer,Russell Westbrook,Paul George,Steven Adams,-0.240944272,-1.22038416,2.208893721,0.08644844,1.9758921,2.809905829
-2546-201566-202331-203500-1628390-,2.962656879,964,2018,Oklahoma City Thunder,235.945,31,44.3,95.9,0.462,11.2,30.2,0.372,12.7,19,0.667,17.3,30.8,48.2,24.7,15.7,6.3,4.5,18.2,112.4,-2.9,Carmelo Anthony,Russell Westbrook,Paul George,Steven Adams,Terrance Ferguson,-0.240944272,2.208893721,0.08644844,1.9758921,-1.811995802,2.218294187
-202323-202329-203081-203468-203994-,12.11317707,2449,2018,Portland Trail Blazers,534.8866667,42,41.4,91.7,0.452,10.5,29.3,0.359,14.7,18.4,0.801,10.7,37.9,48.6,23.7,12.4,8,6.4,18.4,108.1,7,Evan Turner,Al-Farouq Aminu,Damian Lillard,CJ McCollum,Jusuf Nurkic,-1.913363853,1.392817415,2.861145028,-0.122820233,1.10131686,3.319095216
-202329-203081-203090-203468-203994-,12.66562228,1857,2018,Portland Trail Blazers,441.9366667,30,41.8,88.9,0.471,11.2,30.7,0.365,16.8,20.7,0.811,9.5,35.3,44.8,22.7,12.3,9,7.1,18.3,111.7,8.1,Al-Farouq Aminu,Damian Lillard,Maurice Harkless,CJ McCollum,Jusuf Nurkic,1.392817415,2.861145028,-1.613836773,-0.122820233,1.10131686,3.618622296
-101127-201584-202683-203501-204001-,13.51545959,1503,2018,New York Knicks,383.315,26,44.6,92.7,0.481,10.4,26.3,0.395,15.6,18.5,0.84,10.9,35,45.9,25.8,12.3,7.1,6.2,15.4,115.2,10.5,Jarrett Jack,Courtney Lee,Enes Freedom,Tim Hardaway Jr.,Kristaps Porzingis,1.352171049,-1.524362036,-0.751271266,1.385637163,1.8251597,2.28733461
-202687-203095-203613-203901-203932-,1.441501155,887,2018,Orlando Magic,219.2083333,16,39.9,89.9,0.444,9.4,24.7,0.382,13.9,17.3,0.805,12.3,33.6,46,27.1,15.5,5.6,7.2,17.9,103.1,-8.3,Bismack Biyombo,Evan Fournier,Jonathon Simmons,Elfrid Payton,Aaron Gordon,-3.264909007,1.112614865,-0.695006492,-1.644095994,1.160884344,-3.330512284
-201959-202710-203952-1626145-1626157-,16.01629075,990,2018,Minnesota Timberwolves,261.3466667,21,45,91.5,0.492,8.1,24,0.339,20.7,26.9,0.77,12.6,37.4,50,27.3,9.7,10.5,6,14.7,118.8,25.2,Taj Gibson,Jimmy Butler,Andrew Wiggins,Tyus Jones,Karl-Anthony Towns,0.26650345,3.009659568,-0.051084666,2.681868051,2.122934733,8.029881136
-202339-203089-203114-203507-1627763-,14.18307255,922,2018,Milwaukee Bucks,224.1833333,23,41.8,85.2,0.491,6.9,20.8,0.33,23.9,28.5,0.837,11.3,35.4,46.7,22.3,14.4,10,4.9,19.9,114.4,13.5,Eric Bledsoe,John Henson,Khris Middleton,Giannis Antetokounmpo,Malcolm Brogdon,0.95029109,1.138290429,0.843707824,2.283929141,-0.556738139,4.659480346
-202696-203095-203613-203901-203932-,4.629595159,845,2018,Orlando Magic,198.015,16,40.7,85.2,0.478,10.8,30.2,0.357,15.5,20.6,0.75,7.5,28.3,35.8,22.5,12.6,8.4,4,19,107.7,-12.2,Nikola Vucevic,Evan Fournier,Jonathon Simmons,Elfrid Payton,Aaron Gordon,0.486556654,1.112614865,-0.695006492,-1.644095994,1.160884344,0.420953377
-2730-101107-202689-203077-203087-,10.10940716,934,2018,Charlotte Hornets,232.1133333,25,38.9,84.9,0.459,6.8,18.4,0.371,21.1,31.5,0.671,12.8,39.5,52.4,18.8,13.9,5.2,5.2,17.6,105.8,0,Dwight Howard,Marvin Williams,Kemba Walker,Michael Kidd-Gilchrist,Jeremy Lamb,-0.041630848,0.184124243,2.337327458,0.523225357,0.959030726,3.962076935
-201163-203115-203914-203999-1627750-,10.25154745,1224,2018,Denver Nuggets,297.72,32,45,88.8,0.506,14.8,35.6,0.416,14.2,17.7,0.804,11.2,28.9,40.1,28.5,14.8,8.2,3.3,17,118.9,6.6,Wilson Chandler,Will Barton,Gary Harris,Nikola Jokic,Jamal Murray,-0.265867525,0.55964859,0.718457726,2.583668425,0.859268585,4.455175801
-200755-203496-203954-203967-1627732-,17.79533561,2738,2018,Philadelphia 76ers,600.5683333,49,42.9,84.4,0.509,11.9,29,0.408,17.7,23.6,0.748,10.3,38.9,49.2,27.2,14.1,8.6,4.9,18.4,115.4,21,JJ Redick,Robert Covington,Joel Embiid,Dario Saric,Ben Simmons,0.525713453,3.246226575,3.359826973,0.379413686,0.528480338,8.039661024
-201609-201949-202355-204020-1626196-,6.154928881,1023,2018,Miami Heat,202.3283333,26,39.2,85.8,0.457,8.4,23.1,0.364,14.7,17.9,0.818,9.8,36.4,46.2,22.8,16.1,8.9,7.5,19.3,101.4,-0.9,Goran Dragic,James Johnson,Hassan Whiteside,Tyler Johnson,Josh Richardson,0.45771343,0.119206029,-0.526759209,0.180587937,0.710354952,0.941103139
-2546-201566-202331-203460-203500-,15.87071309,2093,2018,Oklahoma City Thunder,538.68,31,43.7,90.2,0.485,8.2,24.7,0.333,14.7,21.3,0.691,14.4,34.9,49.3,24.1,15.2,12.7,4.2,17.1,110.4,14.8,Carmelo Anthony,Russell Westbrook,Paul George,Andre Roberson,Steven Adams,-0.240944272,2.208893721,0.08644844,2.209762614,1.9758921,6.240052603
-201572-203484-203944-1628366-1628398-,4.107387989,885,2018,Los Angeles Lakers,216.6966667,12,37.4,83.7,0.447,11.2,32.7,0.342,16.3,23,0.709,8.5,35.3,43.8,22.8,15,5.4,4.7,19.7,102.2,-10.3,Brook Lopez,Kentavious Caldwell-Pope,Julius Randle,Lonzo Ball,Kyle Kuzma,-0.807099662,1.060461066,0.569316963,0.768965291,-0.051930926,1.539712732
-2546-201566-202331-203500-203518-,4.657566091,850,2018,Oklahoma City Thunder,198.3066667,38,40.1,87.8,0.457,12.5,33.4,0.373,16.7,21.4,0.781,12.2,30.3,42.5,21.4,12.7,6.5,3.8,17.4,109.4,5.8,Carmelo Anthony,Russell Westbrook,Paul George,Steven Adams,Alex Abrines,-0.240944272,2.208893721,0.08644844,1.9758921,0.001546399,4.031836388
-201571-202696-203095-203613-203932-,6.378940446,801,2018,Orlando Magic,191.01,16,40.7,82.7,0.493,12,28.8,0.415,12.9,19.5,0.663,5.4,33.9,39.3,27.1,14.1,7.3,4.6,17.1,106.3,1.5,D.J. Augustin,Nikola Vucevic,Evan Fournier,Jonathon Simmons,Aaron Gordon,-0.316915061,0.486556654,1.112614865,-0.695006492,1.160884344,1.74813431
-200794-201163-203115-203999-1627750-,15.18000913,1174,2018,Denver Nuggets,318.2366667,19,44.1,93.5,0.472,15.3,35.6,0.43,15.7,18.8,0.831,12.1,33.5,45.7,26.5,12.3,7.8,5.1,16.3,119.2,11.5,Paul Millsap,Wilson Chandler,Will Barton,Nikola Jokic,Jamal Murray,0.665730277,-0.265867525,0.55964859,2.583668425,0.859268585,4.402448352
-201572-203484-1626204-1627742-1628366-,6.211149505,911,2018,Los Angeles Lakers,218.9083333,15,37.6,85.8,0.438,7.4,25.8,0.288,15.7,22.3,0.706,10,34.5,44.5,22.7,15.5,10.5,7.2,19.7,98.3,-5.5,Brook Lopez,Kentavious Caldwell-Pope,Larry Nance Jr.,Brandon Ingram,Lonzo Ball,-0.807099662,1.060461066,1.001790392,-0.443793957,0.768965291,1.580323129
-203473-1627752-1628381-1628989-1629027-,6.942491532,1393,2019,Atlanta Hawks,324.0133333,26,42.6,89.2,0.478,14.3,35.4,0.405,13.6,16.5,0.829,11.4,30.8,42.2,25.5,16.3,8.2,3.9,20,113.2,-4.5,Dewayne Dedmon,Taurean Prince,John Collins,Kevin Huerter,Trae Young,-0.391570861,-0.855266382,2.040366224,1.335462577,-1.706945102,0.422046456
-201143-202681-202694-203935-1628369-,14.11787273,2097,2019,Boston Celtics,504.575,42,46,91.3,0.504,13.1,34.1,0.384,10,11.9,0.835,8.3,34.6,42.9,27.7,11.7,8.1,4.8,18.6,115.1,5.6,Al Horford,Kyrie Irving,Marcus Morris Sr.,Marcus Smart,Jayson Tatum,2.749952332,1.551347483,-0.254770126,0.570956421,1.644401826,6.261887937
-200768-201586-201980-202695-1627783-,14.97172398,2416,2019,Toronto Raptors,546.5583333,33,43.4,89.2,0.487,11.4,32.6,0.35,16.5,19.7,0.841,10.4,35.5,46,26.5,12.1,7.8,5.4,17.2,114.8,9.1,Kyle Lowry,Serge Ibaka,Danny Green,Kawhi Leonard,Pascal Siakam,2.976197437,0.100228833,3.420184816,0.957328383,1.337917361,8.79185683
-201152-201954-202711-203506-1626167-,7.788226396,2229,2019,Indiana Pacers,554.9133333,32,42.8,89,0.481,10.3,25.7,0.401,12.9,17.3,0.744,8.4,33.7,42.1,24.7,14.3,9.7,6.8,17.1,108.7,4.7,Thaddeus Young,Darren Collison,Bojan Bogdanovic,Victor Oladipo,Myles Turner,1.227462162,0.014022453,0.780232108,0.802326158,0.710965794,3.535008674
-200794-203914-203999-1627750-1628470-,12.24450135,1553,2019,Denver Nuggets,198.625,19,40.5,89.8,0.451,7.6,28,0.27,12,17.1,0.7,15.6,32.7,48.3,22,18.5,8,3.9,18.8,100.5,-5.1,Paul Millsap,Gary Harris,Nikola Jokic,Jamal Murray,Torrey Craig,2.929294896,0.897448569,2.162488754,0.961113809,0.477862475,7.428208503
-201571-202696-203095-203932-1628411-,10.21613518,808,2019,Orlando Magic,199.0233333,29,45.8,90.4,0.507,11.3,29.4,0.383,11.8,14.5,0.814,8.1,33.1,41.2,30.4,12.5,7.1,5.1,18.4,114.7,6.6,D.J. Augustin,Nikola Vucevic,Evan Fournier,Aaron Gordon,Wes Iwundu,0.59134437,1.981727388,-0.114623999,0.868227301,0.115989048,3.442664107
-201571-202696-203095-203932-1628371-,9.9810314,3815,2019,Orlando Magic,865.755,66,42.5,90.1,0.472,10.4,29.7,0.349,13.5,17,0.793,10.9,36.9,47.8,27.5,13.9,7.3,5.2,13.8,108.9,3.9,D.J. Augustin,Nikola Vucevic,Evan Fournier,Aaron Gordon,Jonathan Isaac,0.59134437,1.981727388,-0.114623999,0.868227301,0.191857979,3.518533038
-201571-202696-203082-203095-203932-,12.2360462,986,2019,Orlando Magic,238.175,50,39.2,82.9,0.472,12.7,35.5,0.357,16.1,21.1,0.764,8.8,32.8,41.7,25.9,13.4,4.8,5,19.4,107.1,11.9,D.J. Augustin,Nikola Vucevic,Terrence Ross,Evan Fournier,Aaron Gordon,0.59134437,1.981727388,0.469127058,-0.114623999,0.868227301,3.795802118
-201142-201939-202326-202691-203110-,9.740795409,1250,2019,Golden State Warriors,268.26,21,44.9,86.3,0.521,12.5,34.9,0.359,14.1,16.6,0.847,6.6,38.1,44.7,33.9,13.2,7.6,7.3,16.9,116.4,13.1,Kevin Durant,Stephen Curry,DeMarcus Cousins,Klay Thompson,Draymond Green,3.37421734,3.896602336,-0.279045696,-0.743311673,1.927828389,8.176290696
-2738-201142-201939-202691-203110-,20.08304015,1423,2019,Golden State Warriors,177.6983333,35,42.7,77.8,0.548,17.1,35.7,0.48,22.9,27.2,0.841,4.8,33.7,38.6,28.4,12.5,8.2,5.3,16.1,125.3,29.6,Andre Iguodala,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,1.775825155,3.37421734,3.896602336,-0.743311673,1.927828389,10.23116155
-201142-201939-202691-203110-1626172-,19.28251291,1492,2019,Golden State Warriors,312.585,42,46.1,88.1,0.523,15.2,34.9,0.436,15.4,18.8,0.815,9.7,34.8,44.5,33.5,13,7.5,5.1,21.2,122.8,17.5,Kevin Durant,Stephen Curry,Klay Thompson,Draymond Green,Kevon Looney,3.37421734,3.896602336,-0.743311673,1.927828389,1.668138056,10.12347445
-201144-201188-202066-203937-1628991-,13.1008217,1830,2019,Memphis Grizzlies,464.125,40,39.8,83.1,0.479,10,26.5,0.378,13.9,18.2,0.763,6,36.2,42.3,26.6,14.4,9.6,7.7,18.7,103.4,8.4,Mike Conley,Marc Gasol,Garrett Temple,Kyle Anderson,Jaren Jackson Jr.,1.772164266,2.033579635,0.262482896,-0.005155425,-0.444729594,3.618341779
